product-img-link href,cleanDesc,part-info 2,stock-status,price,btn,wishlist-label href,short-description,pricecut
https://www.turnermotorsport.com/p-304113-black-5mm-5120-tms-spacer-pair-fits-all-5-lug-bmws-except-e39-requires-longer-bolts/,Turner Black BMW 5mm Wheel Spacers (Pair) - Most BMWs (see applicati...,TWH9905005BLACK,In Stock,$94.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.20 inch) Wheel Spacer for BMW E24, E28, E30 M3, E31, E32, E34, E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!              a 5mm spacer sits on the existing hub lip but leaves less than 5mm of lip for the wheel to rest on. Therefore, wheels that have    will not engage the hub lip and may reseult in a vibration.",
https://www.turnermotorsport.com/p-215367-turner-bmw-15mm-big-pad-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 15mm Big Pad Wheel Spacers (Pair) - Most BMWs (see...,TWHF9905F15,In Stock,$113.44,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 15mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required!",$116.95
https://www.turnermotorsport.com/p-304119-black-175mm-5120-tms-spacer-pair-fits-all-5-lug-bmws-except-e39-requires-longer-bolts/,Turner Black BMW 17.5mm Wheel Spacers (Pair) - Most BMWs (see applic...,TWH9905018BLACK,In Stock,$116.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.69 inch) Wheel Spacer for BMW E24, E28, E30 M3, E31, E32, E34, E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X),Z3, Z4   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!",
https://www.turnermotorsport.com/p-1593-turner-bmw-15mm-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 15mm Wheel Spacers (Pair) - Most BMWs (see applica...,TWH9905015,In Stock,$104.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 15mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required!",
https://www.turnermotorsport.com/p-304138-black125mm-5120-big-pad-tms-spacer-pair-with-156mm-od-fits-all-5-lug-bmws-except-e39-requires-longer-bolts-sr/,Turner Black BMW 12.5mm Big Pad Wheel Spacers (Pair) - Most BMWs (se...,TWHF9905F13BLACK,In Stock,$116.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.49 inch) Wheel Spacer for ""Big Pad"" BMW wheels (E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4)   These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our   .   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!",
https://www.turnermotorsport.com/p-304135-black-5mm-5120-big-pad-tms-spacer-pair-with-156mm-od-fits-all-5-lug-bmws-except-e39-requires-longer-bolts/,Turner Black BMW 5mm Big Pad Wheel Spacers (Pair) - Most BMWs (see a...,TWHF9905F05BLACK,In Stock,$86.96,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.20 inch) Wheel Spacer for ""Big Pad"" BMW wheels (E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4)   These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our   .   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!              a 5mm spacer uses up 5mm of space on the existing hub lip. The wheel will have 5mm less hub surface for a secure fitment. Therefore, wheels that have    will not engage the hub lip and may reseult in a vibration.",$115.95
https://www.turnermotorsport.com/p-432-turner-bmw-10mm-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 10mm Wheel Spacers (Pair) - Most BMWs (see applica...,TWH9905010,In Stock,$174.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"10MM (.39 inch) Wheel Spacer for BMW E24, E28, E30 M3, E31, E32, E34, E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4",
https://www.turnermotorsport.com/p-304106-10mm-5120-black-tms-wheel-spacers-pair-flat-spacer-requires-hub-extenders-flat-spacer-requires-hub-extenders/,Turner Black BMW 10mm Wheel Spacers (Pair) - Most BMWs (see applicat...,TWH9905002BLACK,In Stock,$104.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"10MM (.39 inch) Wheel Spacer for BMW E24, E28, E30 M3, E31, E32, E34, E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4",
https://www.turnermotorsport.com/p-215369-turner-bmw-20mm-big-pad-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 20mm Big Pad Wheel Spacers (Pair) - Most BMWs (see...,TWHF9905F20,In Stock,$99.41,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.79 inch) Wheel Spacer for ""Big Pad"" BMW wheels (E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4)   These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our   .   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!",$116.95
https://www.turnermotorsport.com/p-2322-turner-bmw-20mm-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 20mm Wheel Spacers (Pair) - Most BMWs (see applica...,TWH9905020,In Stock,$105.26,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 20mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required!",$116.95
https://www.turnermotorsport.com/p-304139-black-15mm-5120-big-pad-tms-spacer-pair-with-156mm-od-fits-all-5-lug-bmws-except-e39-requires-longer-bolts-sr/,Turner Black BMW 15mm Big Pad Wheel Spacers (Pair) - Most BMWs (see ...,TWHF9905F15BLACK,In Stock,$113.44,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 15mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required!",$116.95
https://www.turnermotorsport.com/p-215365-turner-bmw-5mm-big-pad-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 5mm Big Pad Wheel Spacers (Pair) - Most BMWs (see ...,TWHF9905F05,In Stock,$87.71,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.20 inch) Wheel Spacer for ""Big Pad"" BMW wheels (E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4)   These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our   .   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!              a 5mm spacer uses up 5mm of space on the existing hub lip. The wheel will have 5mm less hub surface for a secure fitment. Therefore, wheels that have    will not engage the hub lip and may reseult in a vibration.",$116.95
https://www.turnermotorsport.com/p-304141-black-20mm-5120-big-pad-tms-spacer-pair-with-156mm-od-fits-all-5-lug-bmws-except-e39-requires-longer-bolts-sr/,Turner Black BMW 20mm Big Pad Wheel Spacers (Pair) - Most BMWs (see ...,TWHF9905F20BLACK,In Stock,$107.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"(.79 inch) Wheel Spacer for ""Big Pad"" BMW wheels (E36, E38, E46, E60, E63, E82, E83, E87, E90, E91, E92, E93 (E9X), Z3, Z4)   These are our Big Pad wheel spacers designed for the latest generation of factory BMW wheels. The ""wheel pad"" is the back of the wheel that mounts to the hub on the car. Since the early 2000s the factory BMW wheel pad diameter has grown - 150mm, 152mm, 154mm, and now 156mm. Most of the wheel spacers on the market are 152mm. The difference from using the smaller spacer on a large pad will leave an unsightly step down between the back of the wheel and the brake rotor hat (see image). To fix this visual defect we use a larger diameter spacer - the Big Pad. This will have less of a step, or no step at all, when used with the larger pad size. Note that nearly all aftermarket wheel manufacturers use the smaller pad size (mainly to reduce unsprung weight). For more information on wheel pad sizes and their effects on fitment and strength, click to our   .   Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems. A spacer fits between the wheel and the hub assembly. The wheel will be pushed further outboard by the thickness of the spacer. Spacers allow you to correct wheel offset issues when the wheel is too 'tucked in' to the bodywork, clear the wheel from contact with the suspension or inner bodywork, clear larger brakes, improve handling and stability by increasing track width, or simply to get the right look and stance. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required.   These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is    (for lower unsprung mass), has a tough and    to last through our New England winters, is    (your mechanic will thank you), and is precisely engineered and manufactured for    on the hub and in the wheel. You won't find a better engineered wheel spacer on the market!",
https://www.turnermotorsport.com/p-215366-turner-bmw-125mm-big-pad-wheel-spacers-pair-most-bmws-see-applications/,Turner Silver BMW 12.5mm Big Pad Wheel Spacers (Pair) - Most BMWs (s...,TWHF9905F13,In Stock,$105.26,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 12.5 wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal. Longer wheel bolts are required!",$116.95
https://www.turnermotorsport.com/p-212699-turner-bmw-3mm-wheel-spacers-pair-most-bmws-see-applications/,"Turner BMW 3mm Wheel Spacers (Pair) - E24,E28,E30 M3,E31,E32,E34,E36...",TWH9905004,In Stock,$167.76,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"Our 3mm wheel spacers are lightweight, featuring a durable coating and quick release pockets for easy removal.",$172.95
https://www.turnermotorsport.com/p-553904-125mm-big-pad-wheel-spacers-black-pair/,12.5mm Big Pad Wheel Spacers - Black (Pair),021460TMS03-02,In Stock,$179.95,Add to Cart,https://www.turnermotorsport.com/c-790-bmw-wheel-spacers#,"12.5MM (.49 inch) Wheel Spacer for BMW G11, G30, I01, I12, F48, F90 Wheel spacers are the ideal solution to resolve a number of fitment and aesthetic problems -- Correct wheel offset issues Achieve a flush fitment instead of the ""tucked under"" look Clearance the wheel from contact with other components (suspension, brakes, etc). Improve handling and stability by increasing track width A spacer fits between the wheel and the hub assembly and pushes the wheel out by the thickness of the spacer. Our wheel spacers are compatible with almost any type of BMW wheel and are a direct fit to the wheel hub (see below for any fitment notes). Longer wheel bolts or wheel studs are required. These latest generation of the Turner Motorsport Wheel Spacers represent a total redesign of the wheel spacer concept - a ground-up, clean sheet design based on our years of BMW service and motorsports. We took everything we have learned from our service technicians, customers, and race team crew and built the spacer to beat all spacers. We've been in the BMW wheel spacer business probably longer than anybody and when it came time to make our own spacers, a basic spacer design just wouldn't do. We had to make a spacer that is light weight (for lower unsprung mass), has a tough and durable coating to last through our New England winters, is easily removed (your mechanic will thank you), and is precisely engineered and manufactured for a proper fit on the hub and in the wheel. You won't find a better engineered wheel spacer on the market! Turner Wheel Spacer Features -- + hub-centric design, 1-piece spacer + precise tolerance fitment thanks to CAD process and CNC mill machine + aerospace grade aluminum light weight but very strong with a high resistance to corrosion + additional military-spec hardcoat for further corrosion resistance + innovative Quick Release pockets for easy removal (better than a chamfered back edge) + laser engraved size and part number for easy identification + stealthy anthracite or black color + extended bolt sets in factory-matching black or bright silver finish available (wheel stud kits also available) + Turner Motorsport track and street tested! + Made in the USA Extended Wheel Bolts Longer wheel bolts or wheel studs are required for all BMW wheel spacers. Spacers cannot be used with stock bolts. Our extended lug bolts are a very high quality and high grade steel lug bolt (grade 10.9). We offer two finishes to get you just the right look with your wheels - black zinc to maintain a factory BMW appearance or a bright zinc nickel finish to go with polished wheels. Zinc finishes are designed to withstand 700 hours of salt spray testing. Wheel Spacer Tech & FAQ: How To Measure for Spacers Wheel Spacer Encyclopedia - everything you wanted to know Spacer Specs: bolt pattern: 5 x 112 center bore: 66.56mm hubcentric: yes wheel pad size:normal",
