product-img-link href,cleanDesc,brand-image src,part-info,part-info 2,price,wishlist-label href,short-description
https://www.turnermotorsport.com/p-582990-turner-motorsport-stainless-steel-brake-lines-front-non-m/,Turner Front Stainless Steel Brake Lines - non-M E46,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582990,022752TMS01,$73.91,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-2852-stoptech-stainless-steel-brake-lines-e90e92e93e82-325i-328i-330i-335i-128i-135i/,Stoptech Front and Rear Stainless Steel Brake Lines - E90/E92/E93/E8...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,2852,PLBE9X335I,$126.95,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"These braided stainless steel lines for the 2006+ E9X 3 Series and 2008+ E82 1 series improve the performance and safety of your BMW's braking system. They are DOT and German TUV approved, feature a resilient coating to protect against wear and chafing, and offer tremendous quality at a phenomenal price. These brake lines are made by renowned brake experts, Stoptech, and are ready for the rigors of daily street driving, driving schools, autocross and race events. Each set includes 6 brake lines as well as pre-installed grommets on the front for ideal fit.   Stoptech Stainless Steel Braided Brake Lines provide a quicker, firmer, more consistent pedal response by maintaining consistent brake pressure. Additionally, stainless steel lines provide precision brake modulation, especially during threshold braking. The improvement in pedal feel is more dramatic on older vehicles where the factory rubber line may have softened and swelled due to age.   StopTech brake lines consist of a PTFE (commonly referred to as Teflon) inner line that carries the brake fluid, which is then covered with a layer of stainless steel woven braid. The PTFE tube is very resistant to expansion under pressure and will not degrade from exposure to brake fluid.   The braided stainless steel provides support for the PTFE and the weave is extremely durable against incidental impact and abrasion. Next the stainless braided hose is coated with a clear abrasion resistant PVC cover for maximum protection against chaffing and strain relief devices reinforce end fittings.     2006+    325i 328i 330i 335d 335i (RWD models)  2008+    128i 135i"
https://www.turnermotorsport.com/p-582986-turner-motorsport-stainless-steel-brake-lines-rear/,"Turner Rear Stainless Steel Brake Lines - E82 1M E90 E92 E9x M3


...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582986,022756TMS04,$67.96,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-369278-exact-fit-stainless-steel-brake-lines-kit/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Full Kit) - E36 M3...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,369278,E36M334,$119.65,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-583482-turner-motorsport-stainless-steel-brake-lines-complete-kit/,"Turner Motorsport Stainless Steel Brake Lines - Complete Kit - E39
...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,583482,022751TMS09,$170.36,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner Stainless brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-2530-e9x-m3-stoptech-stainless-steel-brake-lines-2008-e90e92-m3/,"Stoptech Stainless Steel Brake Lines (Full Kit) - E90/E92 M3 2008+
...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,2530,PLBE9XM3,$129.95,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"These braided stainless steel lines for the 2008 and newer E9X M3 improve the performance and safety of your M3's braking system. They are DOT and German TUV approved, feature a resilient coating to protect against wear and chafing, and offer tremendous quality at a phenomenal price. These brake lines are made by renowned brake experts, Stoptech, and are ready for the rigors of daily street driving, driving schools, autocross and race events. They fit all 2008, 2009, 2010 (and newer) BMW M3 V8. Each set includes 6 brake lines as well as pre-installed grommets on the front for ideal fit.   Stoptech Stainless Steel Braided Brake Lines provide a quicker, firmer, more consistent pedal response by maintaining consistent brake pressure. Additionally, stainless steel lines provide precision brake modulation, especially during threshold braking. The improvement in pedal feel is more dramatic on older vehicles where the factory rubber line may have softened and swelled due to age.   StopTech brake lines consist of a PTFE (commonly referred to as Teflon) inner line that carries the brake fluid, which is then covered with a layer of stainless steel woven braid. The PTFE tube is very resistant to expansion under pressure and will not degrade from exposure to brake fluid.   The braided stainless steel provides support for the PTFE and the weave is extremely durable against incidental impact and abrasion. Next the stainless braided hose is coated with a clear abrasion resistant PVC cover for maximum protection against chaffing and strain relief devices reinforce end fittings.     2011    1M Coupe  2008-2013    sedan  2008-2013    coupe  2008-2013    convertible"
https://www.turnermotorsport.com/p-340387-e36-incl-m3-stainless-steel-brake-line-set-dot-approved/,"E36 (incl M3) Stainless Steel Brake Line Set - DOT Approved
       ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,340387,PLB53310XX,$129.95,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"These braided stainless brake steel lines improve the performance and safety of your BMW's braking system. They are DOT approved, coated to protect the braided stainless steel from abrasion or road-related damage and offer tremendous quality at a phenomenal price.    Stoptech� Stainless Steel Braided Brake Lines provide a quicker, firmer, more consistent pedal response by maintaining consistent brake pressure. Additionally, stainless steel lines provide precision brake modulation, especially during threshold braking. The improvement in pedal feel is more dramatic on older vehicles where the factory rubber line may have softened and swelled due to age.   StopTech� brake lines consist of a PTFE (commonly referred to as Teflon�) inner line that carries the brake fluid, which is then covered with a layer of stainless steel woven braid. The PTFE tube is very resistant to expansion under pressure and will not degrade from exposure to brake fluid.   The braided stainless steel provides support for the PTFE and the weave is extremely durable against incidental impact and abrasion. Next the stainless braided hose is coated with a clear abrasion resistant PVC cover for maximum protection against chaffing and strain relief devices reinforce end fittings.   These lines fit all 1992-1998 E36 3 series BMWs. Please note that both 323is/ic and 328i/is/ic produced 12/1997 and later use a 4 piece kit, versus all other e36 which use a 6 piece kit. Please choose your applicable E36 model below.     1992-1998    318i 318is 318ic 323is 323ic 325i 325is 325ic 328i 328is 328ic M3"
https://www.turnermotorsport.com/p-582983-turner-motorsport-stainless-steel-brake-lines-front/,"Turner Front Stainless Steel Brake Lines - E9x M3/ E8x 1M

       ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582983,022756TMS03,$69.56,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a new zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-582985-turner-motorsport-stainless-steel-brake-lines-rear-non-m/,"Turner Rear Stainless Steel Brake Lines - non-M E8x/E9x/F2x/F3x

 ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582985,022756TMS01,$65.41,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-568332-exact-fit-stainless-steel-brake-lines-complete-kit/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Full Kit) - E85/86...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,568332,002562ECSKT1,$156.56,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-593615-exact-fit-stainless-steel-brake-lines-mid/,"ECS Tuning Exact-Fit Stainless Steel Brake Lines (Mid) - E39 E38 
 ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,593615,025317ECS05KT,$38.36,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel."
https://www.turnermotorsport.com/p-375174-exact-fit-stainless-steel-brake-lines-complete-kit/,"ECS Tuning Exact-Fit Stainless Steel Brake Lines (Full Kit) - E32, E...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,375174,002570ECSKT,$138.42,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-555400-exact-fit-stainless-steel-brake-lines-mid/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Mid) - E30 E24 E34...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,555400,025319ECS03,$35.66,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-583873-turner-motorsport-stainless-steel-brake-lines-front/,Turner Motorsport Stainless Steel Brake Lines - Front,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,583873,028603TMS01,$132.95,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-582992-turner-motorsport-stainless-steel-brake-lines-rear/,Turner Rear Stainless Steel Brake Lines - E46,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582992,022752TMS02,$78.26,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-583962-turner-motorsport-stainless-steel-brake-lines-rear/,Turner Motorsport Stainless Steel Brake Lines - Rear,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,583962,028603TMS02,$63.96,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-583484-turner-motorsport-stainless-steel-brake-lines-complete-kit/,Turner Motorsport Stainless Steel Brake Lines - Complete Kit - E8x/E...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,583484,022756TMS09,$213.22,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a superior zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-554287-exact-fit-stainless-steel-brake-lines-rear/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Rear) - E36 318i/i...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,554287,025318ECS02,$69.56,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-583498-turner-motorsport-stainless-steel-brake-lines-complete-kit/,Turner Motorsport Stainless Steel Brake Lines - Complete Kit E3/E10/...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,583498,028601TMS09,$151.08,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-582984-turner-motorsport-stainless-steel-brake-lines-mid/,Turner Mid Stainless Steel Brake Lines - E8x E9x,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Turner%20Motorsport.gif,582984,022756TMS02,$69.56,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Turner has developed a proprietary zinc-nickel coating finish with nearly twice the salt-spray corrosion resistance of a standard plating. Turner SS brake lines also feature new low profile connecting hardware, for a cleaner mounted look. Get the brake lines that will continue to look as good as they feel!"
https://www.turnermotorsport.com/p-367141-exact-fit-stainless-steel-brake-lines-front/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Front) - F80/82/83...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,367141,010025ECS01B,$62.01,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-376860-exact-fit-stainless-steel-brake-lines-kit/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Full Kit) - F22/23...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,376860,002566ECS01AKT1,$113.56,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
https://www.turnermotorsport.com/p-175-e46-stainless-steel-brake-line-set-dot-approved/,E46 Stainless Steel Brake Line Set - DOT Approved,https://c1521972.ssl.cf0.rackcdn.com/img/brands/StopTech.gif,175,PLBE46M3DCOAT,$129.95,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"These braided stainless brake steel lines improve the performance and safety of your BMW's braking system. They are DOT approved, and coated to protect the braided stainless steel from abrasion or road-related damage and offer tremendous quality at a phenomenal price.    Stoptech� Stainless Steel Braided Brake Lines provide a quicker, firmer, more consistent pedal response by maintaining consistent brake pressure. Additionally, stainless steel lines provide precision brake modulation, especially during threshold braking. The improvement in pedal feel is more dramatic on older vehicles where the factory rubber line may have softened and swelled due to age.   StopTech� brake lines consist of a PTFE (commonly referred to as Teflon�) inner line that carries the brake fluid, which is then covered with a layer of stainless steel woven braid. The PTFE tube is very resistant to expansion under pressure and will not degrade from exposure to brake fluid.   The braided stainless steel provides support for the PTFE and the weave is extremely durable against incidental impact and abrasion. Next the stainless braided hose is coated with a clear abrasion resistant PVC cover for maximum protection against chaffing and strain relief devices reinforce end fittings.     1999-2006    323i 323ci 325i 325ci 328i 328ci 330i 330ci M3"
https://www.turnermotorsport.com/p-63281-34326853523-genuine-bmw-part/,Genuine BMW Hard Brake Line (Left Rear) - E82/88 E9X,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,63281,34326853523,$46.94,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,Replace your rusty or leaking brake line with a genuine pre-cut and bent brake pipe.
https://www.turnermotorsport.com/p-63152-34326766966-genuine-bmw-part/,Genuine BMW Front Brake Hose,https://c1521972.ssl.cf0.rackcdn.com/img/brands/Genuine%20BMW.gif,63152,34326766966,$48.88,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"Genuine BMW Brake Hose Front -     E46,E85,E86"
https://www.turnermotorsport.com/p-369358-exact-fit-stainless-steel-brake-lines-kit/,ECS Tuning Exact-Fit Stainless Steel Brake Lines (Full Kit) - E60 E6...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/ECS.gif,369358,E60/63/6434,$111.31,https://www.turnermotorsport.com/c-643-bmw-brake-lines#,"ECS Exact-Fit stainless reinforced brake lines ensure consistent and reliable stopping power - ECS's stainless steel lines help maintain consistent brake pressure, while capitalizing on the inherent benefits of stainless steel. If you are already planning on replacing your factory lines due to your vehicle's age, ECS's stainless steel brake lines are a great solution. Factory rubber lines expand under heavy braking, even when new. This causes sloppy pedal feel and overall poor performance. ECS reinforces their exact fit lines with braided stainless steel mesh, creating expansion resistance - this enhances pedal feel and improves performance. Their red polymer coating provides protection from the elements and abrasion that commonly affect brake lines. ECS Exact-Fit stainless lines are manufactured to comply with DOT (U.S. Department of Transportation) FMVSS 106 standards. All lines are made on dedicated, DOT-compliant brake equipment, with every line being tested to 3000 psi prior to shipment."
