product-img-link href,cleanDesc,part-info,part-info 2,price,starting-at,short-description,short-description 15,short-description 16,short-description 17,short-description href 2,short-description 18,short-description 19,short-description 20,short-description 21,short-description 22,short-description 23,short-description 24,colheading,colheading 2,colcontent,colheading 3,colcontent 2,colcontent 3,colcontent href,colcontent href 2,short-description 25,short-description 26,short-description href 3
https://www.turnermotorsport.com/p-338939-e39-m5-shark-injector-performance-software-with-sport-mode-memory/,"E39 M5 Shark Injector Performance Software With Sport Mode Memory
 ...",338939,TMS5470,$279.20,Starting at,Shark Injector Performance software includes:,,,,,,,,,,,,Read what others are saying!,(click to expand),"RUFM5: ""The 93 RACE edition Shark has been very solid in my experience. The air/fuel ratios and power are very smooth and optimal. I also have a wideband gauge and OBD computer to monitor car vitals.""britm3: ""Overall, the car feels much sharper in sport and non-sport, the 3rd gear pull really being the highlight for me.""M5CCIE: ""Got my 91 octane version installed today. It is worth it's price and much more in my opinion. The car feels much more ""eager"" and responsive.""Carbon01: ""I did the 91Octane TMS/Conforti Shark update last week. I was going to dyno before and after, but didn't have the patience once it arrived. I can say that there is a noticeable difference in 1st thru 3rd. It seems a little more responsive in the higher gears, but not drastic. Transtion from light throttle to full throttle is greatly improved, general drivability is a little better all around and noticeably nicer in Sport.""gt40mki: ""I'm glad I bought it-worth every penny-and I'd re-buy again in a heartbeat.""Stika: ""Installed the Shark on Friday. I gotta say, the Beast is DEFINITELY quicker. Much stronger on the low end. The drivabilty is much better across the board, at any speed, in any gear. I got the street version with Sport button memory, very nice feature. Don't know what else to add to what has been said already. Worth the purchase to me, I'm very pleased.""",Shark Injector Installation Instructions,A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector installation instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,,,
https://www.turnermotorsport.com/p-339089-z3-30-shark-injector-performance-software/,Z3 3.0 Shark Injector Performance Software,339089,TMS1523,$279.20,Starting at,Unlock torque and horsepower,(click to expand),"kniffin50: ""Best thing I did to my 2001 3.0. I like the smooth take offs and the new power bands.""z3RIFFRAFF: ""I have a 2002 3.0 that I sharked without any problems. The only thing you will regret is waiting so long to do it!""bigbird: ""I installed my Conforti Shark injector yesterday. My impression after about 30 miles of driving is that the throttle response is quicker. I also like that the rev limiter no longer interferes with a quick row through the lower gears. It seems to idle a little higher, too. The overall feeling is of more and quicker ""punch"" when you nail the throttle. It's not a night-and-day kind of a difference, but most definitely noticeable. My wife drove the car about 50 miles and she said that it shifts smoother, is more responsive and even feels a little faster. One more thing; the install was painless and the directions were very good.""",Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector installation instructions,Shark Injector FAQ,(click to expand),2001-2002  Z3 3.0i,Shark Injector FAQ,,,,,,,,,This item fits the following BMWs:,Z3 BMW,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf
https://www.turnermotorsport.com/p-339084-z3-23-shark-injector-performance-software-m52tu-engine/,Z3 2.3 Shark Injector Performance Software (M52TU Engine),339084,TMS842,$279.20,Starting at,"Performance software is a    upgrade on your BMW and you won't find an easier and better software solution than the Shark Injector. Developed by BMW tuning expert Jim Conforti, this device plugs into the car's diagnostic port and flashes new performance files into your car's engine computer (ECU). There's no removal of the ECU and shipping, no cables, no laptop required - only a battery charger! Installation takes just a few minutes and your engine will perform like never before!The M52TU performance software was developed on the dyno to create maximum power and torque using premium 91+ octane fuel while maintaining BMW reliability and smoothness. The software makes changes to the ECU's maps and algorithms for fuel injection, ignition timing, VANOS and camshaft movement, and transitional fueling. We modify the maps for part throttle and full throttle so you get better response and more torque at all RPM. We also raise the rev limit to 7,000 and remove the top speed limiter. By fine tuning these maps we've been able to improve the M52TU engine beyond what BMW did by making more power and torque and a smoother-running engine.The Shark Injector plugs into the diagnostic port inside the Z3 cabin. With the battery charger supplying power, press the Upgrade button and within minutes the ECU is reflashed with the new performance tune. No other software product on the market comes close to how easy it is to install. You can use the Restore button to re-install the stock BMW software at any time. Detailed instructions are included. Other tuners require you to remove the ECU and ship it to them or use a laptop to read and write a new file. The Shark Injector is ready to install right out of the box! A planned future upgrade will allow you to use the USB port to load different performance files.",(click to expand),"DBALZE, 323Ci: ""The shark injector is awesome! After I put it in, I could definitely feel the quicker throttle response and more power throughout the acceleration curve. Definitely worth the money to me!""chrisct, 323Ci: ""I installed an XXX short ram cold air intake and the shark injector on my 323Ci and I couldn't be happier. For me the biggest advantage was smoothing out the throttle response, but it definitely feels snappier.""hqbmw, 328Ci: ""This Shark really woke up my 328Ci. Cost per performance increase is as good as it gets! Also getting 10 to 15% better fuel economy in ""normal"" driving.""huyner328, 328Ci: ""First change I would like to mention is the increased throttle response, as soon as I shifted and floored it, the car would pull. From 3400rpms to about 5000rpms I think was the sweet spot that gave me a nice little grin on my face. Next I tested the Redline of my car, yup another grin on my face. I definitely noticed that the car moved a little bit quicker with not as much gas consumption on the MPG Gauge. Overall, awesome mod.""",Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,Shark Injector FAQ,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,This item fits the following BMWs:,Z3 BMW,,,,,,,,,,,,,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf
https://www.turnermotorsport.com/p-339085-z3-25i-shark-injector-performance-software-m54-engine/,Z3 2.5i Shark Injector Performance Software (M54 Engine),339085,TMS4195,$279.20,Starting at,Unlock torque and horsepower,(click to expand),"MinnMark: ""To me it changed in overall responsiveness, feel at the low end of the revs, and just an aggressiveness to the engine that wasn't there previously. I would not go back to the factory settings!""whereyat: ""I had the Shark Injector upgrade done. It has been great. Last year I installed the Cold Air Intake And can remember noticing a definite difference in the performance. To sum it up I have never regreted spending the bucks on the upgrade. I feel it was well worth it.""Daredevilmo3: ""It was definitely a noticeable change. A great upgrade for its price.""",Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector installation instructions,Shark Injector FAQ,(click to expand),2001-2002  Z3 2.5i,Shark Injector FAQ,,,,,,,,,This item fits the following BMWs:,Z3 BMW,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf
https://www.turnermotorsport.com/p-338702-e39-528i-shark-injector-performance-software/,E39 528i Shark Injector Performance Software,338702,TMS3907,$279.20,Starting at,"Performance software is a    upgrade on your BMW and you won't find an easier and better software solution than the Shark Injector. Developed by BMW tuning expert Jim Conforti, this device plugs into the car's diagnostic port and flashes new performance files into your car's engine computer (ECU). There's no removal of the ECU and shipping, no cables, no laptop required - only a battery charger! Installation takes just a few minutes and your engine will perform like never before!   The performance software was developed on the dyno to create maximum power and torque using premium 91+ octane fuel while maintaining BMW reliability and smoothness. The software makes changes to the ECU's maps and algorithms for fuel injection, ignition timing, VANOS and camshaft movement, and transitional fueling. We modify the maps for part throttle and full throttle so you get better response and more torque at all RPM. We also raise the rev limit to 7,000 and remove the top speed limiter. By fine tuning these maps we've been able to improve the M52/M52TU engine beyond what BMW did by making more power and torque and a smoother-running engine.   The Shark Injector plugs into the diagnostic port inside the E39 cabin. With the battery charger supplying power, press the Upgrade button and within minutes the ECU is reflashed with the new performance tune. No other software product on the market comes close to how easy it is to install. You can use the Restore button to re-install the stock BMW software at any time. Detailed instructions are included. Other tuners require you to remove the ECU and ship it to them or use a laptop to read and write a new file. The Shark Injector is ready to install right out of the box! A planned future upgrade will allow you to use the USB port to load different performance files.             1997-2000    528i",7000 RPM,1999-2000 528i (M52tu engine) Performance Software Peak Gains,HP Gain,,+ 15 @ 6200 RPM,Torque Gain,+ 12 @ 3500 RPM,New Rev Limit,7000 RPM,"M52tu engine dyno chart -E39 528i, E46 328i/ci, Z3 2.8",This item fits the following BMWs:,Shark Injector Installation Instructions,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector FAQ,Shark Injector installation instructions,Shark Injector FAQ,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,E39 BMW,,
https://www.turnermotorsport.com/p-338934-e46-323328-shark-injector-performance-software/,E46 323/328 Shark Injector Performance Software,338934,TMS3500,$279.20,Starting at,Unlock torque and horsepower,HP Gain+ 15 @ 6200 RPM,E46 328i dyno chart,Torque Gain+ 12 @ 3500 RPM,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/dyno/dyno_m52tu_e39_e46_z3.jpg,New Rev Limit7000 RPM,Read what others are saying!,(click to expand),"DBALZE, 323Ci: ""The shark injector is awesome! After I put it in, I could definitely feel the quicker throttle response and more power throughout the acceleration curve. Definitely worth the money to me!""chrisct, 323Ci: ""I installed an XXX short ram cold air intake and the shark injector on my 323Ci and I couldn't be happier. For me the biggest advantage was smoothing out the throttle response, but it definitely feels snappier.""hqbmw, 328Ci: ""This Shark really woke up my 328Ci. Cost per performance increase is as good as it gets! Also getting 10 to 15% better fuel economy in ""normal"" driving.""huyner328, 328Ci: ""First change I would like to mention is the increased throttle response, as soon as I shifted and floored it, the car would pull. From 3400rpms to about 5000rpms I think was the sweet spot that gave me a nice little grin on my face. Next I tested the Redline of my car, yup another grin on my face. I definitely noticed that the car moved a little bit quicker with not as much gas consumption on the MPG Gauge. Overall, awesome mod.""",Shark Injector Installation Instructions,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,,,,,,,,,Shark Injector installation instructions,Shark Injector FAQ,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf
https://www.turnermotorsport.com/p-338699-e39-525i-shark-injector-performance-software/,E39 525i Shark Injector Performance Software,338699,TMS1524,$279.20,Starting at,Unlock torque and horsepower,(click to expand),"Cancan: ""I have the Shark. Got it from Turner 18 months ago. I also have Intake and exhaust. It's all good. And I thought it made a huge difference.""wolf888: ""I have shark injector from Conforti and cold intake with heatshield with ITG filter and must to say- LOVE IT""",Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector installation instructions,Shark Injector FAQ,(click to expand),2001-2003  525i,Shark Injector FAQ,,,,,,,,,This item fits the following BMWs:,E39 BMW,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf
https://www.turnermotorsport.com/p-340363-e36-m3-shark-injector-stage-2-performance-software-hfm-kit/,"E36 M3 Shark Injector Stage 2 Performance Software (HFM Kit)
      ...",340363,N3TKIT,$279.20,Starting at,,Shark Injector installation instructions,1996-1999  M3,,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,Shark Injector Installation Instructions,,,Shark Injector FAQ,,,Shark Injector FAQ,,,,,,,,,This item fits the following BMWs:,,
https://www.turnermotorsport.com/p-388725-mz3-s54-shark-injector-performance-software/,MZ3 S54 Shark Injector Performance Software,388725,MZ3S54SHARKINJ,$279.20,Starting at,"Performance software is a must-have upgrade on your MZ3 and you won't find an easier and better software solution than the Shark Injector. Developed by BMW tuning expert Jim Conforti, this device plugs into the car's diagnostic port and flashes new performance files into your car's engine computer (ECU). There's no removal of the ECU and shipping, no cables, no laptop required - only a battery charger! Installation takes just a few minutes and your engine will perform like never before!",This item fits the following BMWs:2001-2002 Z3 BMW Z3 M Roadster M Coupe (US model only),,,,,,,,,,,Product Options:,(click to expand),"​Product Options:Octane. Choose either 91 or 93 minimum octane. For 93 we can be more aggressive with the timing and get more power. But you must have 93+ octane available, using the 93 version with anything less is not recommended.Rev Limit. Choose a stock 7,600 RPM or raised 8,100 RPM rev limit. The raised rev limit is great for track or autocross where you can stay in gear longer and avoid untimely upshifts. The stock rev limit is for the non-track customer who wants all of the other benefits without the need to rev beyond the stock setting.DSC/Sport Mode. This is a great option for MZ3 owners since the car did not come with a Sport button. Turning DSC off will enable the hidden Sport Mode in the MZ3!Note: not all combinations of product options are available. We will contact you if there is a conflict.",Read what others are saying!,"LAWLence: ""Go with the Conforti software. It will use a throttle position map similar to the sport mode, but the throttle response is linear and instant like it should've been from the factory. The throttle is mapped exactly like the stock sport mode, but power delivery is MUCH smoother and linear.""930LDR: ""I am quite pleased with the upgrade. Very noticable pick up in throttle response. Can feel a little pick up in power as you move the the RPM range as well. Well worth $300.""fmcfad01: ""The Injector will give you much improved throttle response. I recommend it.""clintjg: ""The shark is worth it. I explored every NA bolt on available for the S54 and the shark plus headers was the biggest bang for the HP buck.""atan888: ""Just installed mine today and boy it made my S54 feel like a real S54. What a difference in response and you can really feel the extra HP. With my mod list growing in my sig it's the best bang for the buck mod I ever got for my coupe.""",Click here for FAQ on the Shark Injector,,,,,
https://www.turnermotorsport.com/p-391315-e36-m3-mz3-s52-shark-injector-stage-1-performance-software-with-ews-delete/,"E36 M3, MZ3 S52 Shark Injector Stage 1 Performance Software With EWS...",391315,N3MS41E,$279.20,Starting at,Disable EWS coding in ECU,"New Rev Limit:7,000 RPM",Read what others are saying!,(click to expand),https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,"Manny, E36 M3: ""Just ""sharked"" my E36 M3. All I can say is WOW. The car has never run so well. The idle and the engine overall is so smoooooth! The throttle is very responsive, power is right there. Very Nice! Never putting it back to stock! Just wanted to say job well done, and thanks.""Josh, E36 M3: ""Just got done putting on my Supersprint exhaust, Shark injector and my intake, wow what a difference. Thank you guys for the performance, I will be a lifetime customer.""",Shark Injector Installation Instructions,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,Shark Injector FAQ,(click to expand),Shark Injector FAQ,,,,,,,,,1996-1999  M31998-2000 Z3 M Roadster M Coupe,This item fits the following BMWs:,
https://www.turnermotorsport.com/p-340358-e36-m3-shark-injector-stage-3-performance-software-hfmcam-kit-with-m50-manifold/,E36 M3 Shark Injector Stage 3+ Performance Software (HFM/Cam Kit wit...,340358,N3M3CAMS,$279.20,Starting at,,Shark Injector installation instructions,1996-1999  M3,,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,Required:,,,Shark Injector Installation Instructions,,,Shark Injector FAQ,,,,,,,,,Shark Injector FAQ,,
https://www.turnermotorsport.com/p-339102-z4-2530-shark-injector-performance-software/,Z4 2.5/3.0 Shark Injector Performance Software,339102,TMS1875,$279.20,Starting at,Unlock torque and horsepower,HP Gain+ 4 @ 6100 RPM,Torque Gain+ 7 @ 3400 RPM,Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/dyno/E46330_shark.pdf,New Rev Limit7000 RPM,(click to expand),M54 engine dyno chart,Shark Injector FAQ,A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,(click to expand),Shark Injector installation instructions,,,,,,,,,This item fits the following BMWs:,E85 BMW,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf
https://www.turnermotorsport.com/p-338938-e46-m3-shark-injector-performance-software-programmer-with-sport-mode-memory/,E46 M3 Shark Injector Performance Software Programmer With Sport Mod...,338938,TMS5463,$279.20,Starting at,Shark Injector Performance software includes:,,,,,,,,,,,,Shark Injector Installation Instructions,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is either 91 or 93.,Shark Injector FAQ,,Shark Injector installation instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,,,
https://www.turnermotorsport.com/p-338931-e46-m3-shark-injector-performance-software/,E46 M3 Shark Injector Performance Software,338931,TMS3967,$279.20,Starting at,Benefits of Shark Injector Performance Software:,,,,,,,,,,,,Shark Injector Installation Instructions,(click to expand),A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is either 91 or 93.,Shark Injector FAQ,Shark Injector installation instructions,Shark Injector FAQ,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,,,
https://www.turnermotorsport.com/p-350759-e53-x5-30-shark-injector-performance-software/,E53 X5 3.0 Shark Injector Performance Software,350759,INJ3-OBDUSB X5,$279.20,Starting at,"Performance software is a  upgrade on your BMW and you won't find an easier and better software solution than the Shark Injector. Developed by BMW tuning expert Jim Conforti, this device plugs into the car's diagnostic port and flashes new performance files into your car's engine computer (ECU). There's no removal of the ECU and shipping, no cables, no laptop required - only a battery charger! Installation takes just a few minutes and your engine will perform like never before!",,,,,,,,,,,,,,,,,,,,,,
https://www.turnermotorsport.com/p-350948-e39-m5-shark-injector-performance-software/,"Shark Injector Performance Software - E39 M5, E52 Z8",350948,E39-M5-PERFORMAN,$279.20,Starting at,Shark Injector Performance software includes:,":  Choose either 91 or 93 minimum octane. For 93 we can be more aggressive with the timing and get more power. But you must have 93+ octane available, using the 93 version with anything less is not recommended.  Choose an aggressive throttle response or a smoother, linear setting. The Shark enhanced throttle will be much quicker and more in line with the Motorsport inspiration of the M5. The Euro throttle is more linear in response and smoother than the stock US or Shark throttle. The Euro throttle is also known as the 'M5Board tune'. Our customers are split 50/50 so there is no ""best throttle"" mapping - it's personal preference.  Choose a stock 7,000 RPM or raised 7,400 RPM rev limit. The raised rev limit is great for track or autocross where you can stay in gear longer and avoid untimely upshifts. The stock rev limit is for the non-track customer who wants all of the other benefits without the need to rev beyond the stock setting.  This option will make Sport Mode active only when DSC is turned off. The Sport Mode button is disabled altogether so the only way to get Sport is to disable DSC. The Shark Injector plugs into the diagnostic port inside the E39 cabin. With the battery charger supplying power, press the Upgrade button and within minutes the ECU is reflashed with the new performance tune. No other software product on the market comes close to how easy it is to install. You can use the Restore button to re-install the stock BMW software at any time. Detailed instructions are included. Other tuners require you to remove the ECU and ship it to them or use a laptop to read and write a new file. The Shark Injector is ready to install right out of the box! A planned future upgrade will allow you to use the USB port to load different performance files.",Looking to maximize your power gains? Add a Turner IAT Relocation to combat power-robbing heat soak - the only true plug-and-play solution available. Heat soak is a real plague on consistent power for a stock or tuned vehicle.,Rev Limit:,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/vehiclewaiver.pdf,DSC/Sport Mode:,"This part alters or deletes the emissions equipment on your car. Because of this, we require a waiver of emissions compliance to be signed and sent in to TMS.",,,,,,,,,,,,,,,,
https://www.turnermotorsport.com/p-338703-e39-530i-shark-injector-performance-software/,E39 530i Shark Injector Performance Software,338703,TMS1520,$279.20,Starting at,"Performance software is a    upgrade on your BMW and you won't find an easier and better software solution than the Shark Injector. Developed by BMW tuning expert Jim Conforti, this device plugs into the car's diagnostic port and flashes new performance files into your car's engine computer (ECU). There's no removal of the ECU and shipping, no cables, no laptop required - only a battery charger! Installation takes just a few minutes and your engine will perform like never before!   The M54 performance software was developed on the dyno to create maximum power and torque using premium 91+ octane fuel while maintaining BMW reliability and smoothness. The software makes changes to the ECU's maps and algorithms for fuel injection, ignition timing, VANOS and camshaft movement, and transitional fueling. We modify the maps for part throttle and full throttle so you get better response and more torque at all RPM. We also raise the rev limit to 7,000 and remove the top speed limiter. By fine tuning these maps we've been able to improve the M54 engine beyond what BMW did by making more power and torque and a smoother-running engine.   The Shark Injector plugs into the diagnostic port inside the E39 cabin. With the battery charger supplying power, press the Upgrade button and within minutes the ECU is reflashed with the new performance tune. No other software product on the market comes close to how easy it is to install. You can use the Restore button to re-install the stock BMW software at any time. Detailed instructions are included. Other tuners require you to remove the ECU and ship it to them or use a laptop to read and write a new file. The Shark Injector is ready to install right out of the box! A planned future upgrade will allow you to use the USB port to load different performance files.             2001-2003    530i",7000 RPM,,,,,,,,,"M54 2.5-liter dyno chart -E46 325, E39 525, Z3 2.5i",This item fits the following BMWs:,Read what others are saying!,(click to expand),"Brian: ""Down loaded it with no problems. Initial driving..most noticeable is throttle response in all gears, also low end grunt is better. I can tell a difference for sure.""",Shark Injector Installation Instructions,Shark Injector installation instructions,Shark Injector FAQ,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,E39 BMW,,
https://www.turnermotorsport.com/p-340359-e36-m3-shark-injector-stage-4-performance-software-hfmcamheader-kit-with-m50-manifold/,E36 M3 Shark Injector Stage 4+ Performance Software (HFM/Cam/Header ...,340359,N3M3CRH,$279.20,Starting at,,(click to expand),Shark Injector Installation Instructions,A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,,(click to expand),Shark Injector FAQ,1996-1999  M3,,This item fits the following BMWs:,,,,,,,,,,,,E36 BMW,
https://www.turnermotorsport.com/p-340361-e36-m3-shark-injector-stage-4-performance-software-hfmcamheader-kit/,E36 M3 Shark Injector Stage 4 Performance Software (HFM/Cam/Header K...,340361,N3THDR,$279.20,Starting at,"Conforti Shark Injector performance software tuned for our Stage 4 OBD2 package: Schrick camshafts, performance headers, ""24lb"" injectors, Porsche 809 3.5"" HFM, and intake. This software is tuned around the stock S52 intake manifold. For keeping the most useable torque we recommend using the stock manifold over the M50 part.",A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,(click to expand),Shark Injector FAQ,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,This item fits the following BMWs:,1996-1999  M3,,E36 BMW,,,,,,,,,,,,,,
https://www.turnermotorsport.com/p-338930-e36-328528z3-shark-injector-stage-3-performance-software-camsm50-manifold/,E36 328/528/Z3 Shark Injector Stage 3+ Performance Software (Cams/M5...,338930,TMS5469,$279.20,Starting at,Z3 BMW,Shark Injector installation instructions,1996-1999  328i 328ic 328is1997-1998  528i1997-1998  2.8,,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/shark-injector-faq.pdf,Shark Injector Installation Instructions,,,Shark Injector FAQ,,,Shark Injector FAQ,,,,,,,,,This item fits the following BMWs:,,
https://www.turnermotorsport.com/p-338936-e83-x3-2530-shark-injector-performance-software/,E83 X3 2.5/3.0 Shark Injector Performance Software,338936,TMS1777,$279.20,Starting at,Unlock torque and horsepower,HP Gain Up To + 4 @ 6100 RPM,Torque Gain Up To + 7 @ 3400 RPM,Shark Injector Installation Instructions,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/dyno/E46330_shark.pdf,New Rev Limit7000 RPM,(click to expand),E46 330i dyno chart,Shark Injector FAQ,A capable battery charger is required for the installation. The charger provides backup power supply to the regular car battery during installation. It must be capable of holding a continuous 10amp charge for the full installation (15-20 minutes).The minimum octane fuel for this software is 91.,(click to expand),Shark Injector installation instructions,,,,,,,,,This item fits the following BMWs:,E83 BMW,https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/image/instructions/obd-shark-injector-instructions.pdf
