product-img-link href,cleanDesc,part-info,part-info 2,price,starting-at,wishlist-label href,short-description
https://www.turnermotorsport.com/p-557241-basic-cooling-system-service-kit-e9x-328ixi-n52-30l-w-auto-transmission/,Basic Cooling System Service Kit - E9X 328i/xi N52 3.0L w/ Auto Tran...,557241,E9X328BCKT,$493.93,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Just like the rest of your vehicle's major systems, the cooling system must also be addressed periodically to ensure proper cooling and component reliability. Plastic and rubber components become brittle and prone to splitting or cracking after long periods of heating and cooling cycles, especially in colder climates! The coolant itself can degrade or become contaminated, leading to potential corrosion or freezing issues. Finally, thermostats and sensors can fail completely, preventing proper cooling and/or coolant temperature readings to become inaccurate."
https://www.turnermotorsport.com/p-338767-e60-535i-manual-cooling-overhaul-package/,E60 535i Manual Cooling Overhaul Package,338767,TMS216178,$644.58,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This cooling overhaul will cover just about everything you could replace on the 535's cooling system. We start with the basic water pump and thermostat bundle. These are already vital to the health and durability of the N54 engine. But to properly maintain these cars for the long term, the rest of the cooling system must be refreshed and preventatively replaced. Here you can add a radiator, expansion tank, 535 cooling hoses, and the BMW antifreeze. This package fits 535 with a manual transmission.   The sophisticated electronics of the ECU and water pump means catastrophic overheating should be a thing of the past. But the downside is that the electronics can shut down without any warning or symptoms. And troubleshooting is equally frustrating since the water pump electronics are not readable or serviceable. There are several clues to a faulty thermostat or water pump - the fan runs at full speed all the time (even immediately on a cold start), pending (soft) fault code for low coolant flow, or the water pump can be heard running constantly. But when the pump fails it's an immediate shut down of the engine which can be a major inconvenience and lead to additional repairs that might have been avoided with preventative maintance. We recommend a full cooling system overhaul on the E60 535 every 80-90,000 miles and to check for soft/pending codes at every   .      + Genuine BMW electric water pump, p/n 11517588885 or 11517632426  + mounting screws for water pump (set of 3), p/n 11517602123  + OEM Behr thermostat, p/n 11537549476  + Original BMW connecting hose from thermostat to water pump, p/n 11537545665  + OEM-style hose clamps for hose (x 2)   The water pump on the N54 engine has more cooling responsibilities than ever before. Not only must it provide cooling for the engine, but it's also pumping fluid used to cool the turbocharger oil and transmission oil. The good news is that the pump only works when, and only as much, as it needs to. That means the system can actually stop the pump when it doesn't need to be running. The bad news is that it's now an electrical part, so a failure is usually immediate and with no warning. The preventative replacement is your only insurance from a very inconvenient and costly breakdown in the future. Plus you get the very latest BMW water pump design with any improvements they've made since your original pump was installed.     With regular driving the hoses should last a very long time. Even the plastic connectors seem to be holding up well. But as a preventative measure new hoses are recommended. We have also seen issues with re-using hoses as the spring connectors get weak over time and may not have the strength to hold the hose in place. They seem to have a tough time holding tension especially when they have been removed and reinstalled. In the interests of a thorough overhaul we recommend replacing these 335 water hoses during this job (see diagram):"
https://www.turnermotorsport.com/p-340253-e82-128i-n51-sulev-e9x-328i-n51-sulev-auto-cooling-overhaul-package/,"E82 128i N51 SULEV, E9X 328i N51 SULEV Auto Cooling Overhaul Package...",340253,TMS215325,$918.17,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This cooling overhaul will cover just about everything you could replace on the 328 SULEV's cooling system. We start with the basic water pump and thermostat bundle. These are already vital to the health and durability of the N51 328i SULEV. But to properly maintain these cars for the long term, the rest of the cooling system must be refreshed and preventatively replaced. Here you can add a radiator, expansion tank, all of the 328 SULEV cooling hoses, and the BMW antifreeze. This package fits 128i/328i SULEV with N51 engine and automatic transmission. Some of the components are different for the automatic models because of the auto transmission oil cooler.   The sophisticated electronics of the ECU and water pump means catastrophic overheating should be a thing of the past. But the downside is that the electronics can shut down without any warning or symptoms. And troubleshooting is equally frustrating since the water pump electronics are not readable or serviceable. There are several clues to a faulty thermostat or water pump - the fan runs at full speed all the time (even immediately on a cold start), pending (soft) fault code for low coolant flow, or the water pump can be heard running constantly. But when the pump fails it's an immediate shut down of the engine which can be a major inconvenience and lead to additional repairs that might have been avoided with preventative maintance. We recommend a full cooling system overhaul on the E90/E92 every 80-90,000 miles and to check for soft/pending codes at every   .              2008-2012    128i SULEV  2007-2011    328i 328xi 328i xDrive SULEV - Sedan  2007-2012    328i 328xi 328i xDrive SULEV - Wagon  2007-2013    328i 328xi 328i xDrive SULEV - Coupe  2007-2013    328i SULEV - Convertible  Note: not for cars that have the dealer-installed auxiliary heating option. Some of the hoses are different with that option. It's not a very common option in North America (except in parts of Canada) but there are hoses that are specific to that option."
https://www.turnermotorsport.com/p-557234-basic-cooling-system-service-kit-e8288-e9x-n54-30l/,Basic Cooling System Service Kit - E82/88 E9X N54 3.0L w/ Auto or DC...,557234,E8XE9XN54BCKT,$734.32,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Just like the rest of your vehicle's major systems, the cooling system must also be addressed periodically to ensure proper cooling and component reliability. Plastic and rubber components become brittle and prone to splitting or cracking after long periods of heating and cooling cycles, especially in colder climates! The coolant itself can degrade or become contaminated, leading to potential corrosion or freezing issues. Finally, thermostats and sensors can fail completely, preventing proper cooling and/or coolant temperature readings to become inaccurate."
https://www.turnermotorsport.com/p-338764-e60-535i-auto-cooling-overhaul-package/,E60 535i Auto Cooling Overhaul Package,338764,TMS216185,$432.29,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This cooling overhaul will cover just about everything you could replace on the 535's cooling system. We start with the basic water pump and thermostat bundle. These are already vital to the health and durability of the N54 engine. But to properly maintain these cars for the long term, the rest of the cooling system must be refreshed and preventatively replaced. Here you can add a radiator, expansion tank, 535 cooling hoses, and the BMW antifreeze. This package fits 535 with an automatic transmission.   The sophisticated electronics of the ECU and water pump means catastrophic overheating should be a thing of the past. But the downside is that the electronics can shut down without any warning or symptoms. And troubleshooting is equally frustrating since the water pump electronics are not readable or serviceable. There are several clues to a faulty thermostat or water pump - the fan runs at full speed all the time (even immediately on a cold start), pending (soft) fault code for low coolant flow, or the water pump can be heard running constantly. But when the pump fails it's an immediate shut down of the engine which can be a major inconvenience and lead to additional repairs that might have been avoided with preventative maintance. We recommend a full cooling system overhaul on the E60 535 every 80-90,000 miles and to check for soft/pending codes at every   .      + Genuine BMW electric water pump, p/n 11517588885 or 11517632426  + mounting screws for water pump (set of 3), p/n 11517602123  + OEM Behr thermostat, p/n 11537549476  + Original BMW connecting hose from thermostat to water pump, p/n 11537545665  + OEM-style hose clamps for hose (x 2)   The water pump on the N54 engine has more cooling responsibilities than ever before. Not only must it provide cooling for the engine, but it's also pumping fluid used to cool the turbocharger oil and transmission oil. The good news is that the pump only works when, and only as much, as it needs to. That means the system can actually stop the pump when it doesn't need to be running. The bad news is that it's now an electrical part, so a failure is usually immediate and with no warning. The preventative replacement is your only insurance from a very inconvenient and costly breakdown in the future. Plus you get the very latest BMW water pump design with any improvements they've made since your original pump was installed.     With regular driving the hoses should last a very long time. Even the plastic connectors seem to be holding up well. But as a preventative measure new hoses are recommended. We have also seen issues with re-using hoses as the spring connectors get weak over time and may not have the strength to hold the hose in place. They seem to have a tough time holding tension especially when they have been removed and reinstalled. In the interests of a thorough overhaul we recommend replacing these 335 water hoses during this job (see diagram):"
https://www.turnermotorsport.com/p-340245-e9x-325i330i-auto-cooling-overhaul-package/,E9X 325i/330i Auto Cooling Overhaul Package,340245,TMS214380,$368.22,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This cooling overhaul will cover just about everything you could replace on the 325/330's cooling system. We start with the basic water pump and thermostat bundle. These are already vital to the health and durability of the N52 325/330i. But to properly maintain these cars for the long term, the rest of the cooling system must be refreshed and preventatively replaced. Here you can add a radiator, expansion tank, all of the 325/330 cooling hoses, and the BMW antifreeze. This package fits 325i/330i/xi with N52 engine and automatic transmission. Some of the components are different for the automatic models because of the auto transmission oil cooler.   The sophisticated electronics of the ECU and water pump means catastrophic overheating should be a thing of the past. But the downside is that the electronics can shut down without any warning or symptoms. And troubleshooting is equally frustrating since the water pump electronics are not readable or serviceable. There are several clues to a faulty thermostat or water pump - the fan runs at full speed all the time (even immediately on a cold start), pending (soft) fault code for low coolant flow, or the water pump can be heard running constantly. But when the pump fails it's an immediate shut down of the engine which can be a major inconvenience and lead to additional repairs that might have been avoided with preventative maintance. We recommend a full cooling system overhaul on the E90/E92 every 80-90,000 miles and to check for soft/pending codes at every   .              2006-2006    325i 325xi 330i 330xi - Sedan  2006-2006    325xi - Wagon    Note: not for cars that have the dealer-installed auxiliary heating option. Some of the hoses are different with that option. It's not a very common option in North America (except in parts of Canada) but there are hoses that are specific to that option."
https://www.turnermotorsport.com/p-557246-basic-cooling-system-service-kit-e46-bmw-m3/,Basic Cooling System Service Kit - E46 BMW M3,557246,E46M3BCKT,$374.74,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Just like the rest of your vehicle's major systems, the cooling system must also be addressed periodically to ensure proper cooling and component reliability. Plastic and rubber components become brittle and prone to splitting or cracking after long periods of heating and cooling cycles, especially in colder climates! The coolant itself can degrade or become contaminated, leading to potential corrosion or freezing issues. Finally, thermostats and sensors can fail completely, preventing proper cooling and/or coolant temperature readings to become inaccurate."
https://www.turnermotorsport.com/p-554062-water-pump-and-thermostat-kit/,Water Pump And Thermostat Kit - E90 335d E70 X5 35d,554062,11517801063KT2,$182.36,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"The water pumps BMW's should be serviced near 80,000 miles and may become an issue often times leaving the owner stranded. The aftermarket kit offered provides a single stop for water pump and thermostat replacement needs to save the search and get you back on the road."
https://www.turnermotorsport.com/p-557261-oem-water-pump-and-thermostat-kit-n55-30l/,OEM Water Pump And Thermostat Kit - BMW N55 3.0L (Without M Sport P...,557261,N55WTKT,$472.41,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"The water pumps in these BMW models are known for failure near 80,000 miles is a very common issue often times leaving the owner stranded. This kit provides a single stop for water pump and thermostat replacement needs to save the search and get you back on the road."
https://www.turnermotorsport.com/p-554106-e9x-328-cooling-system-refresh-kit-level-3/,Cooling System overhaul Kit - E9X 328i/xi,554106,17137607482KT8,$753.56,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a compete cooling system overhaul kit, which includes all the common cooling system failure parts bundled into a complete package. This cooling system package is for the E90/92/93 328i/328xi with the N52 engine. A failure in the cooling system can lead to overheating and catastrophic engine failure. Don't gamble your engine! By replacing these core items preventatively, such as the thermostat housing, radiator, and waterpump, you are defusing what could be a ticking cooling system time bomb. And if you've had a failure of one of these parts, now is the time to refresh your entire cooling system. Keep on top of the cooling needs of your engine for your own piece of mind. Potential buyers also see the upside of a properly maintained car with receipts."
https://www.turnermotorsport.com/p-554672-performance-cooling-kit-lite/,Performance Cooling Kit - Lite,554672,E366CYLLITETMSKT,$161.07,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Looking to improve your cooling system's performance and add some peace of mind at the same time? Look no further. This kit includes everything you need to add performance, durability and longevity to your cooling system without spending a ton of money. Best of all, the upgrade can be performed by a reasonably competent DIY enthusiast in an afternoon. The team at ECS Tuning supplies their excellent silicone radiator hoses, stainless hose clamps, and aluminum coolant bleed screw for increased durability and heat resistance. Meanwhile, a lower pressure expansion tank cap makes for a less costly ""weak link"" if the system builds too much pressure, potentially saving you from a costly radiator replacement that could leave you stranded. The kit also includes a gallon of Genuine BMW coolant along with 12 ounces of Red Line Water Wetter, which lowers operating temperatures and protects your cooling system from internal corrosion. All you need is this kit, a few hours of free time, and a gallon of distilled water to keep your E36 cool & running at its best!"
https://www.turnermotorsport.com/p-557208-basic-cooling-system-service-kit-e6061-535ixi-n54-30l/,"Basic Cooling System Service Kit - E60/61 535i/xi N54 3.0L
        ...",557208,E6X535BCKT,$758.39,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Just like the rest of your vehicle's major systems, the cooling system must also be addressed periodically to ensure proper cooling and component reliability. Plastic and rubber components become brittle and prone to splitting or cracking after long periods of heating and cooling cycles, especially in colder climates! The coolant itself can degrade or become contaminated, leading to potential corrosion or freezing issues. Finally, thermostats and sensors can fail completely, preventing proper cooling and/or coolant temperature readings to become inaccurate."
https://www.turnermotorsport.com/p-339099-complete-cooling-system-overhaul-package-42004-2005-z4-25-30/,"Complete Cooling System Overhaul Package - 4/2004-2005 Z4 2.5 3.0
 ...",339099,TMS16430,$320.86,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a customizable cooling system overhaul kit, which starts off with the basic radiator and water pump and can be configured to replace all the M54 common cooling system failure parts in one package. This cooling system package is for the 2003-2005 Z4 Roadster.    The Z4 cooling system is much like that of the sister 3 series. Several of the primary cooling components are prone to failure within 60k miles (or less in many cases). A failure in the cooling system can lead to overheating and catastrophic engine failure. Don't gamble your engine! By replacing these core items preventatively, such as the radiator & waterpump, you are defusing what could be a ticking cooling system time bomb. And if you've had a failure of one of these parts, now is the time to refresh your cooling system. Available with our kit is an OEM Behr radiator, an Original BMW water pump (with updated composite impeller), thermostat (complete with housing), radiator cap, new hoses, and other essential cooling parts."
https://www.turnermotorsport.com/p-338740-complete-cooling-system-overhaul-package-2001-2006-e46-m3/,"Complete Cooling System Overhaul Package - 2001-2006 E46 M3
       ...",338740,TMS338740,$521.96,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"As the E46 M3 gets on in years and mileage, the cooling system will be one of the areas that needs the most attention. We have packaged all of the major cooling components into one overhaul kit:"
https://www.turnermotorsport.com/p-554135-e30-325-cooling-system-refresh-kit-level-3/,Cooling System overhaul Kit - E30 325i/is/ix/e From 1988,554135,11531722218KT3,$395.76,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a compete cooling system overhaul kit, which includes all the common cooling system failure parts bundled into a complete package. This cooling system package is for the E30 325 with the M20 engine. A failure in the cooling system can lead to overheating and catastrophic engine failure. Don't gamble your engine! By replacing these core items preventatively, such as the thermostat housing, radiator, and waterpump, you are defusing what could be a ticking cooling system time bomb. And if you've had a failure of one of these parts, now is the time to refresh your entire cooling system. Keep on top of the cooling needs of your engine for your own piece of mind. Potential buyers also see the upside of a properly maintained car with receipts."
https://www.turnermotorsport.com/p-340251-e82-128i-e9x-328i-auto-cooling-overhaul-package/,"E82 128i, E9X 328i Auto Cooling Overhaul Package",340251,TMS214378,$568.08,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This cooling overhaul will cover just about everything you could replace on the 328's cooling system. We start with the basic water pump and thermostat bundle. These are already vital to the health and durability of the N52 328i. But to properly maintain these cars for the long term, the rest of the cooling system must be refreshed and preventatively replaced. Here you can add a radiator, expansion tank, all of the 328 cooling hoses, and the BMW antifreeze. This package fits 328i/328xi with N52 engine and automatic transmission. Some of the components are different for the automatic models because of the auto transmission oil cooler.   The sophisticated electronics of the ECU and water pump means catastrophic overheating should be a thing of the past. But the downside is that the electronics can shut down without any warning or symptoms. And troubleshooting is equally frustrating since the water pump electronics are not readable or serviceable. There are several clues to a faulty thermostat or water pump - the fan runs at full speed all the time (even immediately on a cold start), pending (soft) fault code for low coolant flow, or the water pump can be heard running constantly. But when the pump fails it's an immediate shut down of the engine which can be a major inconvenience and lead to additional repairs that might have been avoided with preventative maintance. We recommend a full cooling system overhaul on the E90/E92 every 80-90,000 miles and to check for soft/pending codes at every   .             2008-2012    128i  2007-2011    328i 328xi 328i xDrive - Sedan  2007-2012    328i 328xi 328i xDrive - Wagon  2007-2013    328i 328xi 328i xDrive - Coupe  2007-2013    328i - Convertible  Note: not for cars that have the dealer-installed auxiliary heating option. Some of the hoses are different with that option. It's not a very common option in North America (except in parts of Canada) but there are hoses that are specific to that option."
https://www.turnermotorsport.com/p-338758-e60-525i530ixi-2006-2007-manual-transmission-cooling-overhaul-package/,E60 525i/530i/xi 2006-2007 Manual Transmission Cooling Overhaul Pack...,338758,TMS215336,$495.77,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a compete cooling system overhaul kit, which includes all the common cooling system failure parts bundled into a complete package. This cooling system package is for the 2006-2007 E60 525i/525xi/530i/530xi models with a manual transmission (N52 engine). The radiator is specific to manual transmission models.   Much of the later E60 cooling system is strong and reliable compared to the previous generation 5-series models. But there is still the potential for serious cooling system and engine-related failures. On the N52 engine the electric water pump is the weakest link. It will fail without much warning and shut down the engine. Preventative replacement is the best course of action and the water pump and thermostat should be done before they reach 60,000 miles. Several other cooling components are due for replacement by 100,000 miles to prevent other breakdowns. A failure in the cooling system can lead to overheating and catastrophic engine failure. Don't gamble your engine! By replacing these core items preventatively you are defusing what could be a ticking cooling system time bomb. And if you've had a failure of one of these parts, now is the time to refresh your entire cooling system. Our overhaul package is offered with an OEM Behr radiator, an Original BMW water pump, OEM Behr thermostat, expansion tank, cap, and new radiator hoses.   Our base kit comes with the OEM Behr radiator, OEM Behr thermostat, Original BMW electric water pump with mounting screws, and the u-shaped hose between the pump and thermostat. From there you can add additional items to complete the overhaul.   There are a lot of hoses on the N52 engine. Not all of them need to be replaced during an overhaul but it would be a good idea. The hoses themselves don't wear but the metal spring clips on the connector lose their tension over time and that can lead to a leak. It's worse when re-using a hose after it's already been disconnected. Since our package includes the thermostat, water pump, and radiator we offer all of the hoses related to those components. Use the diagram on the right to see where each is connected in the engine bay. Evaluate your current hoses and then decide which ones to replace. One note about the lower radiator hose: when ordering a new hose you must order a new temp sensor. Do not reuse the original temp sensor as it will leak on the new hose.     2006-2007    525i 525xi 530i 530xi"
https://www.turnermotorsport.com/p-338755-e60-525i530i-2004-2005-m54-auto-transmission-cooling-overhaul-package/,E60 525i/530i 2004-2005 M54 Auto Transmission Cooling Overhaul Packa...,338755,TMS215330,$369.88,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a compete cooling system overhaul kit, which includes all the common cooling system failure parts bundled into a complete package. This cooling system package is for the 2004-2005 E60 525i/530i with an automatic transmission (M54 engine). The radiator is specific to automatic transmission models.   Much of the later E60 cooling system is strong and reliable compared to the previous generation 5-series models. But there is still the potential for serious cooling system and engine-related failures. Several of the primary cooling components are prone to failure within 80k miles (or less in many cases). A failure in the cooling system can lead to overheating and catastrophic engine failure. Don't gamble your engine! By replacing these core items preventatively you are defusing what could be a ticking cooling system time bomb. And if you've had a failure of one of these parts, now is the time to refresh your entire cooling system. Our overhaul package is offered with an OEM Behr radiator, an Original BMW water pump (with updated composite impeller), OEM Behr thermostat with housing, radiator cap, and new radiator hoses.     2004-2005    525i 530i"
https://www.turnermotorsport.com/p-338757-e60-525i530ixi-2006-2007-auto-transmission-cooling-overhaul-package/,E60 525i/530i/xi 2006-2007 Auto Transmission Cooling Overhaul Packag...,338757,TMS215345,$463.94,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This is a compete cooling system overhaul kit, which includes all the common cooling system failure parts bundled into a complete package. This cooling system package is for the 2006-2007 E60 525i/525xi/530i/530xi models with an automatic transmission (N52 engine)."
https://www.turnermotorsport.com/p-339938-complete-cooling-system-overhaul-package-1988-1992-e30-325iisic/,"Complete Cooling System Overhaul Package - 1988-1992 E30 325i/is/ic
...",339938,TMS16415,$58.13,Starting at,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"This Cooling Kit for the 1988-1992 E30 325i covers all of the major replacement parts for the original cooling system. We start with an OEM Behr radiator and then you choose the additional parts you need to replace next. Add hoses, sensors, water pumps, thermostats, gaskets, hose clamps, and more. We also sell the correct Original BMW antifreeze to finish off the job.   Of the systems in your E30, the cooling system is not where you want to let slide or skip maintenance. Almost nothing will ruin your day more than an overheating engine and it's usually at the absolute worse time. Maintaining the cooling system is easy and you can do most or all of the work yourself with ordinary tools. There's no reason not to address a leaky or out of date cooling system right away.   To save you time and money, we recommend replacing major components with related parts.  Radiator (manual: 17112241912; automatic: 17112241913)  Upper (#11531722218) and lower (#11531718980) hoses to thermostat.  Thermostat with o-ring and housing gasket (#11531713040).  Water pump with timing belt and tensioner (#09-9320-000).  Associated hoses with each of the above.  V-belts with any of the above.   Use the options below to build your package.     1988-1992    325i 325ic 325is"
https://www.turnermotorsport.com/p-557210-basic-cooling-system-service-kit-e9x-335i-n55-w-manual-transmission/,Basic Cooling System Service Kit - E9X 335i N55 w/ Manual Transmissi...,557210,E9XN55MBCKT,$844.13,,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"Just like the rest of your vehicle's major systems, the cooling system must also be addressed periodically to ensure proper cooling and component reliability. Plastic and rubber components become brittle and prone to splitting or cracking after long periods of heating and cooling cycles, especially in colder climates! The coolant itself can degrade or become contaminated, leading to potential corrosion or freezing issues. Finally, thermostats and sensors can fail completely, preventing proper cooling and/or coolant temperature readings to become inaccurate."
https://www.turnermotorsport.com/p-557308-high-performance-cooling-system-upgrade-e46-non-m-w-auto-transmission-092002/,High Performance Cooling System Upgrade - E46 Non-M w/ Auto Transmis...,557308,E46NONMPCKT2,"$1,094.88",,https://www.turnermotorsport.com/c-844-bmw-overhaul-kits#,"If you plan to drive your BMW aggressively on the track, it is important that you upgrade your cooling system to avoid overheating. To ensure your BMW keeps cool on the track, we have built out our new High Performance Cooling System Upgrade kits. Featured in this kit is everything you will need to redo your cooling system from top to bottom with OEM components, with select stock components swapped out for the high performance alternative! This kit includes a high performance Mishimoto Radiator, for significantly better cooling than the stock radiator and full aluminum construction that won't crack from long term heat cycling, a performance Mishimoto 70*C thermostat, for lower temperature operation and increased cooling of the engine, and a Stewart High Performance Water Pump, for dramatically increased coolant flow at all RPMs."
