product-img-link href,cleanDesc,part-info,part-info 2,price,starting-at,wishlist-label href,short-description
https://www.turnermotorsport.com/p-200126-kbs-auto-gold-standard-fuel-tank-sealer-kit/,KBS Auto Gold Standard Fuel Tank Sealer Kit,200126,53000,$77.55,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"KBS Fuel Tank Sealer Kit contains all of the essential products to completely clean, treat, and seal a 25-gallon automotive fuel tank. The complete kit is formulated to stop fuel tank rust in its tracks and then coat and seal the tank, including filling small pinholes and weld seams. The final coating is impervious to fuels, alcohol additives, and most solvents. It's a tough ceramic-like barrier against future corrosion.   KBS Fuel Tank Sealer Kit includes:  + KBS Klean - for 'washing' and stripping away other chemicals and foreign particles  + KBS Blast - dissolves rust and metal oxides and converts it to a zinc phosphate that is ready for coating  + KBS Gold Standard Tank Sealer - brushable coating that leaves a rock-hard ceramic-like coating that is very resistant to salt and chemicals  + Chemical-resistant black nitrile gloves  + Brushes and stirring stick  + Detailed instructions     The KBS process involves first treating and prepping the rusty area before the final coating is applied. The surfaces must first be cleaned with the KBS Klean to strip away grease and other chemicals that will interfere with coating adhesion. Klean is water based and biodegradable and doesn't have the harsh smells and effects of solvents or chemicals. Let Klean soak but rotate the tank every minutes to ensure complete coverage. The cleaner the tank the better the adhesion so repeat until you're satisfied. The Klean process should be left to completely dry before moving to Step 2.     Rust Blast is the actual conversion of rust into zinc phosphate state and is etched for proper paint adhesion. This step is essential for stopping the rust in its tracks and from spreading. It's also a primer for the final stage of coating, leaving behind a white powdery residue. Like the Klean it's also water based and biodegradable. For the rust conversion to be complete pour the Blast into the tank and rotate several times to ensure coverage. Rinse and allow to dry completely before sealing.     For the finishing touch, pour the KBS Tank Sealer into the tank. The Sample kit includes enough coating for a 25-gallon tank and it's formulated to be applied as a single coat. Rotate the tank to ensure complete coverage and drain the excess. It's important to not allow the Tank Seal to pool or collect so make sure it drains well. Use any excess to coat and seal the outside of the tank, especially in areas that might have leaks. Tank Seal leaves a very tough and hard surface that is impervious to most solvents, fuels, acids, and road salt. When fully cured it's flexible, allowing it to move as the tank expands and contracts. It's self-leveling too which produces an even finish that will not crack, flake, or peel and will withstand temperatures up 600*F (316*C).     The KBS process will need approximately one week to fully complete (the recommended drying time on the tank is four days). This is perfect for restoration jobs or longer builds where the car can sit for an extended period of time.    In order for the 3-step process to work correctly, you must closely follow KBS' instructions. You can view/download them here prior to receiving your order:"
https://www.turnermotorsport.com/p-11838-griots-garage-one-step-paint-sealant-16-oz/,Griot's Garage One-Step Paint Sealant 16 oz,11838,11075,$18.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Get all the protection of an ultra-durable sealant and the defect removal of a gentle polish in one quick application
https://www.turnermotorsport.com/p-2438615-fabric-protectant-22oz/,Fabric Protectant - 22oz,2438615,10960,$16.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"This versatile protectant safeguards numerous automotive materials, including cloth convertible tops, carpet, and upholstery."
https://www.turnermotorsport.com/p-2498316-spray-on-car-wash-35oz/,Spray-On Car Wash - 35oz,2498316,11065,$20.49,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Spray-On Car Wash's special high-lubricity formula provides a quick, safe wash without water. It whisks away dust, dirt, and road"
https://www.turnermotorsport.com/p-2498307-glass-sealant-8oz/,Glass Sealant - 8oz,2498307,11033,$8.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,This sealant dramatically increases your wet weather visibility making for a safer and much less stressful driving experience.
https://www.turnermotorsport.com/p-641238-griots-garage-engine-bay-dressing/,Griot's Garage Engine Bay Dressing,641238,20244KT,$15.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Make your engine bay look factory-new again! This dressing is a surface enhancer and protectant for all materials and finishes inside
https://www.turnermotorsport.com/p-2438624-premium-carnauba-paste-wax-14oz/,Premium Carnauba Paste Wax - 14oz,2438624,11029,$39.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"You'll love the bright shine, smooth paint, and unmatched protection our Premium Carnauba Paste Wax produces."
https://www.turnermotorsport.com/p-2438620-boss-finishing-cream-16oz/,BOSS Finishing Cream - 16oz,2438620,B140P,$20.00,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"This paint care two-for-one adds rich, deep, durable protection to your finish while whisking away those last few blemishes."
https://www.turnermotorsport.com/p-580294-boss-correcting-cream-16-oz-griots-garage/,BOSS Correcting Cream - 16 oz - Griot's Garage,580294,B120P,$23.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Eliminate moderate defects like light scratches and swirl marks while adding depth and clarity to your paint.
https://www.turnermotorsport.com/p-2498322-undercarriage-spray-22oz/,Undercarriage Spray - 22oz,2498322,10987,$15.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"It's no longer a messy job detailing your wheel wells, frame, springs, and all of the other black items underneath your car's body."
https://www.turnermotorsport.com/p-2135097-g9-random-orbital-polisher/,G9 Random Orbital Polisher,2135097,10901,$159.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,At every turn the feature-rich G9 has the precise attention to detail... the nuance that makes great tools great.
https://www.turnermotorsport.com/p-2498321-best-of-show-spray-wax-22oz/,Best of Show Spray Wax 22oz,2498321,10968,$14.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Best of Show Spray Wax doesn't just add color, depth, and clarity, its rich carnauba/polymer formula also creates class-leading paint"
https://www.turnermotorsport.com/p-2498331-boss-perfecting-cream-1-gallon/,BOSS Perfecting Cream - 1 Gallon,2498331,B130G,$109.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Easily eliminates minute swirl marks and hazing holograms
https://www.turnermotorsport.com/p-2498373-bug-smudge-remover-gallon/,Bug & Smudge Remover - Gallon,2498373,11015,$44.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Griot's Garage Bug & Smudge Remover softens baked-on bug jerky so removal is quick, easy, and safe... No drama, no mess."
https://www.turnermotorsport.com/p-2498323-convertible-top-cleaner-22oz/,Convertible Top Cleaner - 22oz,2498323,10855,$9.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Convertible tops bear the brunt of Mother Nature's worst: bird droppings, tree-sap, fallout, pollen, dirt, grime, and more."
https://www.turnermotorsport.com/p-2181292-g15-long-throw-orbital-polisher/,G15 Long-Throw Orbital Polisher,2181292,10915,$239.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Designed to perfection, the G15 has the power, pad rotation, and control to take your paint correcting to the next level."
https://www.turnermotorsport.com/p-2498382-brilliant-finish-foam-on-wax-64oz/,Brilliant Finish Foam On Wax 64oz,2498382,10914,$16.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Here's an easy and fast way to wax every exterior surface on your vehicle while enjoying the fun of foam.
https://www.turnermotorsport.com/p-2498327-complete-polish-16oz/,Complete Polish - 16oz,2498327,10876,$14.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Get an astonishing shine by hand. Complete Polish provides fine polishing for those who take a hands-on approach to their paint care.
https://www.turnermotorsport.com/p-2498335-boss-correcting-cream-gallon/,BOSS Correcting Cream - Gallon,2498335,B120G,$129.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Eliminate moderate defects like light scratches and swirl marks while adding depth and clarity to your paint.
https://www.turnermotorsport.com/p-2498317-liquid-gloss-poly-wax-16oz/,Liquid Gloss Poly Wax - 16oz,2498317,10916,$24.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Insane gloss, unbelievable protection, and effortless removal are the calling cards of this technically advanced synthetic wax."
https://www.turnermotorsport.com/p-2498365-best-of-show-wash-wax-1-gallon/,Best of Show Wash & Wax 1 Gallon,2498365,11396,$39.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Drop a quality wash on your ride and add stout carnauba wax protection to its finish in one easy step.
https://www.turnermotorsport.com/p-2181293-g21-long-throw-orbital-polisher/,G21 Long-Throw Orbital Polisher,2181293,10921,$249.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Need professional-grade paint correction? The feature-packed G21 is the most capable paint perfecting tool we’ve ever created.
https://www.turnermotorsport.com/p-2498376-best-of-show-wash-wax-16oz/,Best of Show Wash & Wax 16oz,2498376,10974,$8.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Drop a quality wash on your ride and add stout carnauba wax protection to its finish in one easy step.
https://www.turnermotorsport.com/p-2119654-ceramic-trim-wipes-4-count/,Ceramic Trim Wipes - 4 Count,2119654,11524,$19.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Stop patching over a problem and discover a true solution to faded, discolored trim with this easy to use kit."
https://www.turnermotorsport.com/p-2498395-rinseless-wash-wax-1-gallon/,Rinseless Wash & Wax - 1 Gallon,2498395,10497,$79.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Short on Time? Short on Water? Here's a great way to get a fast-and-easy wash in your garage or driveway without rinsing.
https://www.turnermotorsport.com/p-2498362-speed-shine-5-gallons/,Speed Shine - 5 Gallons,2498362,55104,$119.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Speed Shine maintains your car's lustrous finish between washings
https://www.turnermotorsport.com/p-2498303-fine-glass-polish-16oz/,Fine Glass Polish - 16oz,2498303,11017,$22.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Fine Glass Polish is for mild spots you normally see on your windshield, sunroof, and side glass."
https://www.turnermotorsport.com/p-2498396-rinseless-wash-wax-16oz/,Rinseless Wash & Wax - 16oz,2498396,10493,$19.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Short on Time? Short on Water? Here's a great way to get a fast-and-easy wash in your garage or driveway without rinsing.
https://www.turnermotorsport.com/p-2498318-bug-barricade-22oz/,Bug Barricade - 22oz,2498318,10953,$9.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Create an invisible, water-soluble barrier so when you wash your vehicle after a summer drive the bug jerky comes right off!"
https://www.turnermotorsport.com/p-11843-griots-garage-spray-on-wax-1-gallon/,Griot's Garage Spray-On Wax 1 gallon,11843,11097,$44.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,A base wax enhancer that extends the life of your natural waxes and paint sealants
https://www.turnermotorsport.com/p-11862-griots-garage-speed-shine-1-gallon/,Griot's Garage Speed Shine 1 gallon,11862,11148,$34.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,Speed Shine maintains your car's lustrous finish between washings
https://www.turnermotorsport.com/p-2498338-boss-fast-correcting-cream-gallon/,BOSS Fast Correcting Cream - Gallon,2498338,B110G,$130.00,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Utilizing high loads of sub-micron abrasives, BOSS Fast Correcting Cream quickly removes severe defects while adding depth and clarity."
https://www.turnermotorsport.com/p-2438622-fine-tip-touch-up-applicators/,Fine-Tip Touch-Up Applicators,2438622,50487,$6.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"The days of using match stick ends to fill paint chips are gone! Make precision touch ups on the smallest chips, dings, and scratches."
https://www.turnermotorsport.com/p-337885-kbs-cavity-coater-internal-sealer/,KBS Cavity Coater Internal Sealer,337885,75100,$25.95,Starting at,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"Coating and sealing the exterior surfaces is only half the battle. There's the internal and hidden areas that are also susceptible to rust and corrosion. This is where KBS Cavity Coater comes in. The Cavity Coater is a one-step super-penetrating sealant that you spray into frame rails, rocker panels, fenders, hoods, doors, etc. and it will protect from the inside out. It's been tested to give 4,000+ hours of salt spray protection. Initial prep is minimal - remove loose pieces and spray onto dry surfaces or de-grease with KBS Klean or Cavity Coater Remover first. Cavity Coater is thin and will work its way into crevices and joints. For the hardest to reach spots, attach the 18"" wand (sold separately). The 12oz aerosol will cover approximately 90 sq-ft. It's the perfect addition to your E36 or E46 rear subframe repair so you can coat the insides of the rear floor.   We also recommend getting the KBS Cavity Coater Remover for clean-up. Use the Remover on excess Coater and to clean the extension wand. The Remover can also be used to prep the surface to be coated. Remover is sold separately, see below."
https://www.turnermotorsport.com/p-338490-kbs-gold-standard-fuel-tank-sealer/,KBS Gold Standard Fuel Tank Sealer,338490,5X00,$10.95,Starting at,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"KBS Fuel Tank Sealer is formulated to coat and seal a fuel tank, including filling small pinholes and weld seams. The final coating is impervious to fuels, alcohol additives, and most solvents. It's a tough ceramic-like barrier against future corrosion. Gold Standard Tank Sealer can applied as a single coat after cleaning and treating the rust areas with KBS Klean and KBS RustBlast (a sample kit is also available with everything you need). Rotate the tank to ensure complete coverage and drain the excess. It's important to not allow the Tank Seal to pool or collect so make sure it drains well. Use any excess to coat and seal the outside of the tank, especially in areas that might have leaks. Tank Seal leaves a very tough and hard surface that is impervious to most solvents, fuels, acids, and road salt. When fully cured it's flexible, allowing it to move as the tank expands and contracts. It's self-leveling too which produces an even finish that will not crack, flake, or peel and will withstand temperatures up 600*F (316*C).   TankSealer is available in    aimed at different projects:  8oz for 5-gallon tanks (motorcycle)  pint for up to 12-gallon tanks (automotive, light truck)  quart for up to 25-gallons tanks     The KBS process will need approximately one week to fully complete (the recommended drying time on the tank is four days). This is perfect for restoration jobs or longer builds where the car can sit for an extended period of time.    In order for the 3-step process to work correctly, you must closely follow KBS' instructions. You can view/download them here prior to receiving your order:"
https://www.turnermotorsport.com/p-339977-kbs-paint-thinner-8oz-or-quart/,KBS Paint Thinner (8oz or quart),339977,6X00,$6.95,Starting at,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"KBS seal and coating products sometimes need to be thinned to work as intended (running through a spray gun for instance). And because KBS products have special formulations any off-the-shelf paint thinner may not give the expected results. The KBS #1 Thinner is especially formulated to thin their products. Regular solvents may contain moisture that can adversely affect the performance of their coatings. When in doubt, stick with what the manufacturer recommends.   Available in 8oz or quart sized containers."
https://www.turnermotorsport.com/p-580304-foaming-surface-wash-35-oz-griots-garage/,Foaming Surface Wash - 35 oz - Griot's Garage,580304,B3203,$19.99,,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"This fluffy foam gently loosens, lifts, encapsulates, and releases contaminants, deep cleaning your paint while avoiding wash-induced"
https://www.turnermotorsport.com/p-340325-kbs-rustseal-waterproof-and-chemical-resistant-chassis-coating/,"KBS RustSeal Waterproof and Chemical-Resistant Chassis Coating
    ...",340325,KBS-RUST-SEAL,$17.95,Starting at,https://www.turnermotorsport.com/c-344-chassis-paint-coatings-sealants-and-rust-conversion#,"KBS RustSeal is a permanent, single-component, ceramic-like coating that is applied over    rust and forms an impenetrable barrier against salt, chemicals, acids, and other harmful materials. Rust Seal is brushed, rolled, or sprayed on after treating the area with KBS Klean and RustBlast. Rust Seal hardens with exposure to atmospheric moisture - it gets harder and more durable when exposed to the atmosphere! It's extremely durable and very resistant to chips, scratches, cracks, or peeling which helps ensure the rusted area will never be re-exposed. It's also flexible so it bends with the surface. You can install it with a brush, roller, or with a spray gun (when properly diluted) and it's self-leveling. We use it on BMW subframe repairs, reinforcements, roll cage, and other chassis work. It's often used in restoration and hot rod shops as a frame coating. It's extremely tough and durable and can be painted with any top coat. Top coating is recommended as a finish because KBS Seal will change color after prolonged UV exposure (but its protective properties will not change). This is an excellent coating to use for E36 or E46 rear subframe reinforcements, coating and sealing subframes, sheetmetal, chassis reinforcements, roll cages, and so much more.   For the best adhesion, the surface    prepped with KBS Klean and RustBlast. These products will strip away contaminants, grease, and oils, as well as neutralize the rust and prepare the rusted areas for sealing. The KBS instructions are very clear and easy to follow. A handy 3-step sampler kit is available with enough RustSeal to cover 12sq ft (see below).   In order for the 3-step process to work correctly, you must closely follow KBS' instructions. You can view/download them here prior to receiving your order:"
