product-img-link href,cleanDesc,part-info,part-info 2,price,short-description,starting-at,short-description 16
https://www.turnermotorsport.com/p-568825-ultra-length-full-angle-drift-kit-gunmetal-arms/,"Ultra Length Full Angle Drift Kit w/Gunmetal Arms - E46 Non-M
     ...",568825,UAK-E46-GMK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568818-ultra-length-full-angle-drift-kit-violet-purple-arms/,"Ultra Length Full Angle Drift Kit w/Violet Purple Arms - E36 
     ...",568818,UAK-E36-PK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568786-super-length-full-angle-drift-kit-gunmetal-arms/,Super Length Full Angle Drift Kit w/Gunmetal Arms - E30,568786,SAK-E30-GMK,"$1,149.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568796-mini-angle-kit/,Mini Angle Kit - E30 Non-M,568796,MAK-E30-K,$547.00,"This kit replaces your original outer balljoint with a Teflon lined spherical bearing and uses the SLR steering plate to correct roll-center by 28mm while adjusting the bump-steer to match as well as offering the ability to fine-tune both. It will also quicken your steering ratio by 40%* (or 28-30% reduction in lock-to-lock depending on chassis), removing the need for expensive custom quick-steer racks. Can be configured for race, autocross, or drift use via patent-pending SLR adjustable Ackerman system.",Starting at,
https://www.turnermotorsport.com/p-568789-ultra-length-full-angle-drift-kit-gunmetal-arms/,Ultra Length Full Angle Drift Kit w/Gunmetal Arms - E30,568789,UAK-E30-GMK,"$1,249.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568835-e46-m3-ultra-length-full-angle-drift-kit-violet-purple-arms/,"Ultra Length Full Angle Drift Kit w/Violet Purple Arms - E46 M3
   ...",568835,UAKE46M-PK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568832-e46-m3-super-length-full-angle-drift-kit-gunmetal-arms/,"Super Length Full Angle Drift Kit w/Gunmetal Arms - E46 M3
        ...",568832,SAKE46M-GMK,"$1,149.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568827-ultra-length-full-angle-drift-kit-violet-purple-arms/,"Ultra Length Full Angle Drift Kit w/Violet Purple Arms - E46 Non-M
...",568827,UAK-E46-PK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568819-e30-mini-angle-kit/,Mini Angle Kit - E30 Non-M,568819,MAK-E36,$547.00,"This kit replaces your original outer balljoint with a Teflon lined spherical bearing and uses the SLR steering plate to correct roll-center by 28mm while adjusting the bump-steer to match as well as offering the ability to fine-tune both. It will also quicken your steering ratio by 40%* (or 28-30% reduction in lock-to-lock depending on chassis), removing the need for expensive custom quick-steer racks. Can be configured for race, autocross, or drift use via patent-pending SLR adjustable Ackerman system.",Starting at,
https://www.turnermotorsport.com/p-568788-super-length-full-angle-drift-kit-violet-purple-arms/,"Super Length Full Angle Drift Kit w/Violet Purple Arms - E30 
     ...",568788,SAK-E30-PK,"$1,149.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568833-e46-super-length-full-angle-drift-kit-purple-arms/,"Super Length Full Angle Drift Kit w/ Violet Purple Arms - E46 M3
  ...",568833,SAKE46M-PK,"$1,149.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568814-e36-super-length-full-angle-drift-kit-gunmetal-arms/,Super Length Full Angle Drift Kit w/Gunmetal Arms - E36,568814,SAK-E36-GMK,"$1,149.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568817-ultra-length-full-angle-drift-kit-gunmetal-arms/,Ultra Length Full Angle Drift Kit w/Gunmetal Arms - E36,568817,UAK-E36-GMK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568834-e46-m3-ultra-length-full-angle-drift-kit-violet-purple-arms/,"Ultra Length Full Angle Drift Kit w/Violet Purple Arms - E46 M3
   ...",568834,UAKE46M-GMK,"$1,199.00","The ability to tune ones steering angle is nothing new. Racecars have been able to do this for quite some time and have used it to adjust to almost any track variation. The increasing popularity of aftermarket suspensions and fully adjust alignment pieces, SLR Speed has come up with a kit that will allow you to achieve the steering angle you need to maximize the tires contact patch. Features: up to 70°+ of steering lock (depending on wheel/tire combination) 40% faster steering ratio Only 3.1 turns lock-to-lock at 60°! 28mm roll-center correction Matching bump-steer correction Four position adjustable Ackerman to suit track and/or driving style Sway bar racket to fit E30/E36 type Swaybar links (can retrofit on E46 also) Legal for all drifting series worldwide (including Formula-D & USA pro-am)",Starting at,
https://www.turnermotorsport.com/p-568840-e46-m3-mini-angle-kit/,Mini Angle Kit - E46 M3,568840,MAK-E46M,$897.00,"This kit replaces your original outer balljoint with a Teflon lined spherical bearing and uses the SLR steering plate to correct roll-center by 28mm while adjusting the bump-steer to match as well as offering the ability to fine-tune both. It will also quicken your steering ratio by 40%* (or 28-30% reduction in lock-to-lock depending on chassis), removing the need for expensive custom quick-steer racks. Can be configured for race, autocross, or drift use via patent-pending SLR adjustable Ackerman system.",Starting at,
https://www.turnermotorsport.com/p-2408486-irp-complete-front-drift-suspension-kit/,"IRP Complete Front Drift Suspension Kit - E8X, E9X (NON M)
        ...",2408486,IRPDK9X-1,"$2,450.00","Precision far beyond what the engineers at BMW had in mind, the IRP drift suspension kit allows you to adjust and fine tune your suspension perfectly for your drift setup. Features and specs: Drift kit is fully CNC machined from High Grade Billet Aluminium Increases steering angle up to ~66° 4 adjustable Ackerman positions Adjustable camber plates Easily accessible caster adjustment without disassembling the control arm Fits R18 or bigger wheels Kit Contents: 2pcs. Control arms 2pcs. Tie rods ends 2pcs. Camber plates 2pcs. Knuckles All necessary nuts, washers and bolts included **NOTE** THIS KIT REQUIRES: Use of front coilovers Front sway bar delete Longer than stock brake hoses Wider front fenders or overfenders",,
https://www.turnermotorsport.com/p-401477-front-drift-suspension-kit-v2-light-version/,IRP Lock Kit Pro Drift Suspension Kit - E30,401477,IRPDK30-2,"$1,743.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock, are a chromolon tubular system, and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 70 degrees.",,Fits the following BMWs:
https://www.turnermotorsport.com/p-401480-front-drift-suspension-kit/,"IRP Lock Kit Standard Drift Suspension Kit - E46 Non-M RWD
        ...",401480,IRPDK46-1,"$1,278.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 65 degrees.",,E46 BMW
https://www.turnermotorsport.com/p-401479-front-drift-suspension-kit-v2-light-version/,IRP Lock Kit Pro Drift Suspension Kit - E36,401479,IRPDK36-2,"$1,743.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock, are a chromolon tubular system, and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 70 degrees.",,Fits the following BMWs:
https://www.turnermotorsport.com/p-401483-front-drift-suspension-kit/,IRP Lock Kit Standard Drift Suspension Kit - E30,401483,IRPDK30-1,"$1,278.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 65 degrees.",,E30 BMW
https://www.turnermotorsport.com/p-401478-front-drift-suspension-kit/,IRP Lock Kit Standard Drift Suspension Kit - E36,401478,IRPDK36-1,"$1,278.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 65 degrees.",,Fits the following BMWs:
https://www.turnermotorsport.com/p-401481-front-drift-suspension-kit-v2-light-version/,IRP Lock Kit Pro Drift Suspension Kit - E46,401481,IRPDK46-2,"$1,743.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock, are a chromolon tubular system, and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 70 degrees.",,Fits the following BMWs:
https://www.turnermotorsport.com/p-2408489-irp-complete-front-drift-suspension-kit/,"IRP Complete Front Drift Suspension Kit - E9X M3, E82 1M",2408489,IRPDK9X-1M,"$2,550.00","Precision far beyond what the engineers at BMW had in mind, the IRP drift suspension kit allows you to adjust and fine tune your suspension perfectly for your drift setup. Features and specs: Drift kit is fully CNC machined from High Grade Billet Aluminum Increases steering angle up to ~66° 4 adjustable Ackerman positions Adjustable camber plates Easily accessible caster adjustment without disassembling the control arm Fits R18 or bigger wheels Kit Contents: 2pcs. Control arms 2pcs. Tie rods ends 2pcs. Camber plates 2pcs. Knuckles All necessary nuts, washers and bolts included **NOTE** THIS KIT REQUIRES: Use of front coilovers Front sway bar delete Longer than stock brake hoses Wider front fenders or overfenders",,
https://www.turnermotorsport.com/p-401482-front-drift-suspension-kit-for-m3/,IRP Lock Kit Standard Drift Suspension Kit - E46 M3,401482,IRPDK46M-1,"$1,278.95","Looking to upgrade your front suspension to increase the strength and your steering angle for the track? IRP has you covered with their BMW Lock Kit. This kit includes new control arms that are stronger than stock and have monoball ball joints, new tie rod ends that feature steel monoball ball joints as well, new offset control arm bushings, fully adjustable camber plates, roll center/bump steer correction plates, and all new hardware. This enables this kit to be fully plug and play, giving you a much more adjustable front suspension, and increases the total amount of steering angle up to 65 degrees.",,E46 BMW
