product-img-link href,cleanDesc,part-info,part-info 2,price,starting-at,short-description,short-description href 2
https://www.turnermotorsport.com/p-3465-turner-motorsport-power-pulley-upgrade-kit-z4-m-roadster-coupe/,Turner Motorsport Power Pulley Upgrade Kit - Z4 M Roadster & Cou...,3465,PPK-MZ4,$210.36,,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like   !   Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.   Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.             Turner Pulley Kit contents:",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-388038-turner-motorsport-race-alternator-pulley-for-e36z3-m50m52s52-bosch-alternator/,Turner Motorsport Race Alternator Pulley For E36/Z3 M50/M52/S52 Bosc...,388038,TEN9922778,$164.22,Starting at,"Part of the process of building a proper race car is to delete and simplify portions of the wiring harness. This not only saves weight and reduces complexity, but it also allows you to run a smaller, lighter racing battery. So why is your alternator still charging at the original rate?!? This M50/M52/S52 racing alternator pulley underdrives the alternator more than our standard Power Pulley, freeing up horsepower and reducing alternator wear. This pulley is over 80% larger than the original stock pulley. With less electrical load, you don't need the original alternator output anymore. You can drive the alternator less and return that ""lost"" horsepower back to the engine. This part is an upgrade to the alternator pulley already included in our Power Pulley kit and was developed and race-proven on our E36 and E46 Touring Cars.",
https://www.turnermotorsport.com/p-639879-vac-harmonic-superdamper-by-ati-n54/,VAC Harmonic SuperDamper By ATI - N54,639879,VAC-HPCD-N54,$899.95,,"If you are breaking crankshafts and oil pumps, the cause may be a mystery to you as it has been to many of our customers. We know that controlling the harmonic resonance of the BMW 6 is highly important as RPMs rise, but the ideal configuration of the inline-6 motor makes even experienced engine builders overlook some fundamental principals of engine harmonics that can be destructive. ATI Performance Products has partnered with VAC Motorsports to develop new dampers for BMW 2.5L, 2.8L, 3.0L and 3.2L straight-6 engines found in the E36 and E46 M3, E9X and E6X, as well as newer Z3s and Z4s. These dampers eliminate crankshaft harmonic vibration, which allows the engine to produce more horsepower and torque, while also reducing internal engine wear at the same time. Broken oil pumps and timing chains will be a thing of the past! When used with a VAC accessory pulley, these dampers are a direct replacement over the OEM balancer. They have a 7” outer diameter and include OEM style timing alignment tabs. BMW enthusiasts should know that all ATI Super Dampers exceed SFI 18.1 Safety Certification and are approved for competition. The advantages of the ATI SuperDamper include eliminating vibration issues with inline 6 engines equipped with lightweight clutch and flywheel assemblies, reduced bearing, engine accessories, oil pump wear, and compatibility with underdrive pulleys. Includes lightweight VAC Billet Crankshaft Pulley. Made in the USA.",
https://www.turnermotorsport.com/p-340400-turner-motorsport-power-pulley-upgrade-kit-z3-28-97-98/,Turner Motorsport Power Pulley Upgrade Kit - Z3 2.8 97-98,340400,PPK-Z3,$233.14,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like   !   Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.   Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.     Bosch or Valeo? BMW built your car with either a Bosch or Valeo brand alternator. Unfortunately, the pulley is not the same for both brands. The brand is usually printed on the black plastic cover of the alternator but may be facing the frame rail or the ground. If you know which brand you have, select your option below and we'll send you the correct alternator pulley for your BMW. Don't know which you have? NO PROBLEM! We can send you both. The 2nd pulley costs $40 but you will receive a refund once we get the un-used pulley back (return shipping not included).     We offer our kits in two different ways: the full Power Pulley Kit with all 3 pulleys or a 2 pulley kit if you do not wish to underdrive your alternator (for large stereo systems or other battery-draining modifications). Our kits have been tested for compatability with the factory premium stereo systems (Harmon Kardon, etc). But any major alterations or upgrades from the factory system will work best with our 2 pulley kit and no underdriving of the alternator. For all stock stereo systems the 3 pulley set is recommended because the Turner alternator pulley will help make more power and is also much lighter than the stock pulley.              1997-1998    Z3 2.8",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-340393-turner-motorsport-power-pulley-kit-e39-528i-99-00/,Turner Motorsport Power Pulley Kit - E39 528i 99-00,340393,PPK-E39-M52TU,$233.14,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like !Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
https://www.turnermotorsport.com/p-328-turner-motorsport-racing-power-steering-pulley-e46-m3/,Turner Motorsport Racing Power Steering Pulley - E46 M3,328,TEN4623R03,$177.56,,"Don't let power steering failure ruin your weekend and cost you a win! In the Grand-Am Cup series, TMS has found that the power steering pump on the M3 S54 is prone to wear potentially costing you a win or even a finish. The TMS Racing Power Steering Pulley is designed to achieve three goals: gain horsepower, reduce power steering pump wear, and lower power steering fluid temperatures. The pulley has been track tested on our Grand Am Cup M3's and dyno-tested. This pulley is strictly for race/track cars only. We suggest installing with the TMSRacing E46 M3 Alternator pulley P/N: TEN 46 22 RM3",
https://www.turnermotorsport.com/p-397285-power-pulley-kit/,Active Autowerke Power Pulley Kit - E9x M3,397285,13-001,$284.00,,"Easy to install - reduces parasitic losses from belt driven auxiliary components. Engine crankshaft pulley remains the same, this modification simply unleashes untapped potential from your vehicle. Expect to see gains around 10 RWHP from your S65. All BMW power pulleys included, including alternator, water pump, and power steering pulleys.",
https://www.turnermotorsport.com/p-389534-e9x-m3-dinan-underdrive-pulley-kit/,E9X M3 Dinan Underdrive Pulley Kit,389534,E9XM3-D560,$387.95,Starting at,"This underdrive crankshaft pulley frees up horsepower and torque by slowing down the engine-mounted accessories. Your stock pulley/belt setup is designed to work more than it needs. Accessories such as the water pump, power steering pump, and alternator are working more than they need to. By backing down the work they do you can restore that lost horsepower and still maintain safe operating levels of each. This underdrive pulley has been carefully engineered to make more horsepower and still leave you with a safe buffer. Dinan has performed extensive testing to ensure cooling and charging systems remain fully functional, even in extreme heat. The underdrive pulley on the S65 releases 11hp and 7ft-lbs of torque back into the engine.",
https://www.turnermotorsport.com/p-553839-rogue-engineering-power-pulley-e9x-m3-2008-oct-2009-all/,Rogue Engineering Power Pulley Set - E9X M3 (05/2008+),553839,PP.S65.V8.B,$295.00,,"Rogue Engineering has developed a power pulley kit that reduces the drag on specific pulleys while allowing others to remain at their same efficiency. This allows for perfect operation in daily driven vehicles without a hiccup or stutter. However, when the demand for power is requested, the power pulley kit allows for the freed power to become apparent. The term ""power"" pulley is a bit of a misnomer. Underdrive pulleys actually free up power by reducing the drag caused by the accessories. These pulleys are based off a calculated percentage from factory dimensions, so that particular component speeds are safely reduced without affecting their true purpose.",
https://www.turnermotorsport.com/p-155-turner-motorsport-racing-pulley-set-e46-m3/,Turner Motorsport Racing Pulley Set - E46 M3,155,PPK-S54-R,$439.41,,"TMS E46 M3 Racing Pulley is designed to achieve three goals: gain horsepower, reduce alternator and power steering pump wear, and lower power steering fluid temperatures. Due to the constant high revolutions of the S54 power steering pump when on the track, we designed our racing power steering pulley to slow down the pump. This lowers fluid temperatures, resulting in less wear to the pump. This kit also includes a large alternator pulley, which also reduces wear. Kit uses our street water pump ""under drive"" pulley. All of these working together produce a significant gain of over 15 horsepower. The pulley has been track tested on our Grand Am Cup M3's and dyno-tested. This is strictly for race/track cars only, due to the size of the alternator pulley the proper voltage cannot be maintained at low RPM. Note: We sell pulleys separately in case you have special needs. Simply give us a call, or drop us an email.",
https://www.turnermotorsport.com/p-340399-turner-motorsport-power-pulley-kit-e53-x5-30-m54/,Turner Motorsport Power Pulley Kit - E53 X5 3.0 (M54),340399,PPK-X5M54,$233.67,Starting at,"Underdrive Power Pulleys work to 'free up' horsepower. Any accessory that spins from the main drive belt is using up power. That's power that could otherwise be used to move the car. By giving some of that power back to the engine, you can make the car faster! It's like !Underdrive pulleys for your BMW will slow down engine-mounted accessories - the water pump, power steering pump, and alternator*. These systems contribute to 'parasitic losses' - power lost from what the engine could produce if it did not have these systems. Since less energy is used to move them, that power is transferred back to the engine and used to propel the car. Our pulleys give a 10-20% reduction in rotation, releasing up to 11hp on most BMW six-cylinder engines. There's also a small but noticeable improvement in throttle response too! We have done extensive testing and development work, both on and off the track, to ensure that the accessory systems function as they should. On our Racing pulley kits we actually underdrive certain components more so we feel our Street pulleys are an ideal compromise between power/torque gains, reliability, and system performance. Our pulley kits have been on the market for over ten years, and used in all of our own cars, with zero component failures related to their use.Our pulleys are made from T-6061 aluminum and finished in a durable black hard anodize that is very resistant to wear, chemical exposure, and heat. We designed our pulleys to look similar to the factory parts but also to be stronger and, in most cases, slightly lighter too. For example, a Turner alternator pulley is less than half the weight of the stock steel pulley! With our hardcoat aluminum you will never have to worry about a serious failure of a stock plastic pulley. A 'stealth' approach to aesthetics was our goal and we let the results speak for the pulley design. Installation is straight forward and easy with simple hand tools. Removal of the fan is required for access to the front of the engine. Total install time for a 3-piece pulley set should be around 1.5 hours. A new longer belt is included and we also recommend replacing the separate A/C belt, belt tensioners, and the guide and deflection pulleys at the same time.",https://1c2a8a2161d644d95009-22d26b38e78c173d82b3a9a01c774ffa.ssl.cf1.rackcdn.com/pages/tms_ppk_detail.pdf
