product-img-link href,product-img-link src,cleanDesc,brand-image src,part-info,part-info 2,stock-status,price,btn,wishlist-label href,short-description,show,show 2,short-description 2,short-description 3,short-description 4,short-description 5,short-description 6,short-description 7,short-description 8,short-description 9,short-description 10,short-description 11,short-description 13
https://www.turnermotorsport.com/p-590632-18-apex-arc-8-staggered-wheel-set-anthracite/,,"18"" APEX ARC-8 Staggered Wheel Set - Anthracite",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590632,ARC8R1885H95AKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,420.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"The next evolution in APEX wheels features fully forged construction for a wheel that is both lighter, and stronger.",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-394119-race-silver-18x85-et3595-et35/,,"APEX FL-5 18"" Staggered Wheel Set - Race Silver",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,394119,FL51885ET35RSKT1,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,726.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"Specifications: Color - Race Silver Front - 18x8.5"" ET35 Rear - 18x9.5"" ET35",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-590553-18-apex-ec-7r-square-wheel-set-silver/,,APEX Forged EC-7R 18x9 ET30 Square Wheel Set - Silver,https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590553,EC7R189ET30KT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,660.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"APEX took extreme care in designing these Forged EC-7R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-386608-apex-ec-7-18x100-et33-anthracite-square-track-wheel-set/,,"APEX EC-7 18"" Square Wheel Set - Anthracite",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,386608,EC7181033A4,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,556.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"Specifications: Color - Anthracite Size - 18x10"" ET33",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-180718-apex-ec-7-18x105-et27-race-silver-wheel-2250lbs-profile-3/,,"APEX EC-7 18x10.5"" ET27 Race Silver Wheel 22.50lbs -PROFILE 3
...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,180718,EC718105ET27RS,"Direct Ship, Expected Ship Date:  Oct 6, 2021",$409.00,Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"18x10.5"" ET27 Race Silver APEX EC-7 Wheel 22.50lbs  APEX light alloy wheels are the next evolution in flow-forged wheel technology for BMWs. Flow-forming is a semi-forging process that produces a wheel typically stronger than a traditional cast wheel yet is still light weight. The wheels are around 10lbs lighter per wheel than a comparable factory wheel! That's reduced unsprung weight that improves all aspects of performance. The spokes and barrel have been designed to allow generous clearance for big brakes. In other words, these wheels are very impressively engineered and look great too! The design is based on classic motorsport themes that blend with BMW styling and appearance. These wheels look right at home on many BMW models. Multiple color and profile options allow you to set just the right look and stance for your car. As well as being pleasing to the eye these are very strong and functional wheels that are at home on the street as well as the racetrack. Don't let the price fool you - these wheels are high quality, high strength, and in high demand.   All APEX wheels are the BMW standard 5/120 bolt pattern and with a 72.6mm center bore. They are a direct fit to most any 1-series (E82), 3-series (E36, E46, E90, E92, F30), Z3, and Z4-series BMWs. The original BMW center cap, TPMS sensors, and original lug bolts are all carried over from your original wheels (wheel bolts may vary if spacers are used). They come in a wide variety of diameter, width, and offset combinations which gives you multiple fitment and application opportunities. For street use we generally recommend a staggered setup with a rear wheel slightly wider than the front. For track and racing applications a square setup is desired with the same width in the front and rear. Wheel offsets may also vary based on the clearances and stance you wish to achieve. Refer to our image gallery for inspiration. If you'd like more input give us a call or e-mail and we'd be happy to go over the many options with you.   Note: careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing larger wheels. Adding larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, inside fender modifications, or other adjustments may be required. For more information on APEX BMW wheels and BMW wheel fitments in general,     Price is per wheel.",Show More,Show Less,Wheel Specs,Fitment:,Rear,Size:,"18x10.5""",Offset (mm):,27,Weight (lbs):,22.5,:,"3, deep dish"
https://www.turnermotorsport.com/p-590773-18-apex-arc-8r-square-wheel-set-polished/,,"APEX Forged ARC-8R 18x9.5"" ET35 Square Wheel Set - Polished
  ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590773,ARC8R1895ET35PKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,600.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"APEX took extreme care in designing these Forged ARC-8R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-589820-apex-ec-7r-18-staggered-wheel-set-satin-black/,,APEX Forged EC-7R 18x9.5 ET35/18x10.5 ET22 Staggered Wheel Set - Sat...,https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,589820,EC7R18SBSTKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,540.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"The next evolution in APEX wheels features fully forged construction for a wheel APEX took extreme care in designing these Forged EC-7R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-598444-19-in-lightweight-forged-perfo/,,"Dinan GA-1R Forgeline 19"" Wheel Set - Silver - E9X M3
        ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/Dinan.gif,598444,0063-GA1R-SIL,"Direct Ship, Expected Ship Date:  Oct 7, 2021","$6,050.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"These Dinan wheels are designed to get as much tire under your BMW as possible for optimal traction and look great doing it - all at a reasonable price. Designed to complement your BMW's natural good looks, these strong, light wheels will make a strong visual statement while improving handling.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-386875-apex-arc-8-18x90-et42-square-track-wheel-set-hyper-silver/,,"APEX ARC-8 18"" Square Wheel Set - Hyper Silver",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,386875,ARC8189424XHS,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,196.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"Specifications: Color - Hyper Silver Size - 18x9"" ET42",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-590563-18-apex-ec-7r-square-wheel-set-satin-black/,,"APEX Forged EC-7R 18x10 ET33 Square Wheel Set - Satin Black
       ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590563,EC7R181033SB4KT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,540.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"APEX took extreme care in designing these Forged EC-7R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-180793-apex-arc-8-17x95-et35-anthracite-concave-wheel-1695lbs/,,"APEX ARC-8 17x9.5"" ET35 Concave Wheel - Anthracite",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,180793,ARC81795ET35AN,"Direct Ship, Expected Ship Date:  Oct 6, 2021",$319.00,Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"Wheel Specifications Style: ARC-8 Size: 17x9.5"" Offset (mm): ET35 Color: Anthracite APEX light alloy wheels are the next evolution in flow-forged wheel technology for BMWs. Flow-forming is a semi-forging process that produces a wheel typically stronger than a traditional cast wheel yet is still light weight. The wheels are around 10lbs lighter per wheel than a comparable factory wheel! That's reduced unsprung weight that improves all aspects of performance. The spokes and barrel have been designed to allow generous clearance for big brakes. In other words, these wheels are very impressively engineered and look great too! The design is based on classic motorsport themes that blend with BMW styling and appearance. These wheels look right at home on many BMW models. Multiple color and profile options allow you to set just the right look and stance for your car. As well as being pleasing to the eye these are very strong and functional wheels that are at home on the street as well as the racetrack. Don't let the price fool you - these wheels are high quality, high strength, and in high demand. All APEX wheels are the BMW standard 5/120 bolt pattern and with a 72.6mm center bore. They are a direct fit to most any 3-series (E36, E46, E90, E92, F30), Z3, and Z4-series BMWs. The original BMW center cap, TPMS sensors, and original lug bolts are all carried over from your original wheels (wheel bolts may vary if spacers are used). They come in a wide variety of diameter, width, and offset combinations which gives you multiple fitment and application opportunities. For street use we generally recommend a staggered setup with a rear wheel slightly wider than the front. For track and racing applications a square setup is desired with the same width in the front and rear. Wheel offsets may also vary based on the clearances and stance you wish to achieve. Refer to our image gallery for inspiration. If you'd like more input give us a call or e-mail and we'd be happy to go over the many options with you. Note: careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing larger wheels. Adding larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, inside fender modifications, or other adjustments may be required. For more information on APEX BMW wheels and BMW wheel fitments in general, check out our APEX Wheels page! Price is per wheel.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-590676-18-apex-arc-8r-square-wheel-set-brushed-silver/,,"APEX Forged ARC-8R 18x9.5 ET35 Square Wheel Set - Brushed Silver
  ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590676,ARC8R189535BCKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,600.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"APEX took extreme care in designing these Forged ARC-8R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-386607-apex-ec-7-18x100-et33-silver-square-track-wheel-set/,,"APEX EC-7 18"" Square Wheel Set - Race Silver",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,386607,EC7181033S4,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,556.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"Specifications: Color - Race Silver Size - 18x10"" ET33",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-590671-18-apex-arc-8r-square-wheel-set-satin-black/,,"APEX Forged ARC-8R 18x9.5 ET22 Square Wheel Set - Satin Black
     ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590671,ARC8R189522SBKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,440.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=50&Nrpp=50#,"APEX took extreme care in designing these Forged ARC-8R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-387043-apex-ec-7-18x90100-max-stagger-wheel-set-silver/,,"APEX EC-7 18"" Staggered Wheel Set - Race Silver",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,387043,E90EC718910S,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,496.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"Specifications: Color - Race Silver Size Front - 18x9"" ET31 Size Rear - 18x10"" ET33",,,,,,,,,,,,,
https://www.turnermotorsport.com/p-590839-17-apex-ec-7r-square-wheel-set-brushed-clear/,,"APEX Forged EC-7R 17x9.5 ET35 Square Wheel Set - Brushed Clear
    ...",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,590839,EC7R1795ET35BCKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$2,280.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"APEX took extreme care in designing these Forged EC-7R wheels. A proprietary forging process ensures proper uniformity, consistency, and quality of the metal which leads to an extremly strong and reliable wheel. Redesigned barrel profiles allow theses wheels to clear 380mm big brakes without having to size up unnecessarily.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-402740-19-cx-001-wheels-square-set-of-four/,,"19"" CX 001 Wheels - Square Set Of Four",https://c1521972.ssl.cf0.rackcdn.com/img/brands/BBS.gif,402740,CX001APKKT,"Direct Ship, Expected Ship Date:  Oct 12, 2021","$2,020.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"Please Note: Aggressive fitment, may require fender rolling or pulling.",Show More,Show Less,BBS Wheels combine decades of race proven quality and German engineering with stunning good looks. Utilizing the most cutting-edge manufacturing technologies based on a foundation of constant innovation continues to propel BBS into the future.CX wheels consist of a pressure cast wheel surface and a flow formed rim structure.  Combining these two fabrication techniques yields a wheel that is extremely strong while remaining lightweight.,"Using FEM analysis the engineers at BBS are able to precisely measure and optimize wheel properties before this process even begins. Once the forging process is complete, the meticulous finish work begins.Back-milling is a process used to optimize the ratio between weight and stability. Using advanced computer analysis and a special CNC milling process the lateral parts that hold the wheel spokes, and are not relevant for stability, are removed. Extensive real-world simulation is used at this point to further ensure that no strength or stability has been lost.Finally, BBS pays special attention in machining the undercut or back side of the wheel. To machine the undercut, all areas on the inner side of the wheel and the star hub that correspond to weight optimization are processed with special turning or milling tools and excess material is removed to reduce the rotating wheel mass. Special attention is hereby given to the optimization of the inner sides of the spokes and the bolt circle. With the application of these methods, BBS is able to produce more complex forms with increased stability and less material input.These wheels come in Gloss Anthracite with a diamond cut face and BBS ensures that their paint quality exceeds OE manufacturer specifications for durability and longevity. A final protective clear coat layer ensures that these wheels will be easy to clean and look amazing for years to come.",Specs:,,19x8.5 ET32 - qty 4,Gloss Anthracite with a diamond cut face,Center Bore: PFS,Bolt Pattern: 5x120,,,
https://www.turnermotorsport.com/p-180844-d-force-ltw5-18x95-et35-silver-wheel-185lbs/,,"D-Force LTW5 18x9.5"" ET35 Silver Wheel 18.5lbs",https://c1521972.ssl.cf0.rackcdn.com/img/brands/D-Force%20Wheels.gif,180844,TMS180844,"Direct Ship, Expected Ship Date:  Sep 28, 2021",$299.95,Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"LTW5 wheels are some of the strongest and lightest wheels you can find for your BMW. It's no wonder that you'll find so many cars at track events with LTW5 wheels. Through advanced engineering and manufacturing methods D Force has created a lightweight wheel that can also withstand the stresses and rigors of a racetrack. D-Force were pioneers in the flow-forming casting technology that results in wheel stronger and lighter than other cast wheels. LTW5 wheels are typically over 10lbs lighter than a factory BMW wheel! With less weight the car is able to accelerate faster, the brakes are more responsive, and the suspension can react quicker which is especially helpful in transitions and autocross. The LTW5 style uses a classic 5-spoke design with clean simple good looks and generous sizing for big brakes. They're also easy to clean! Multiple color and profile options allow you to set just the right look and stance for your car. As well as being pleasing to the eye these are very strong and functional wheels that are at home on the street as well as the racetrack.   These D-Force wheels use the BMW standard 5/120 bolt pattern and with a 72.6mm center bore. They are a direct fit to most any 3-series (E36, E46, E90, E92, F30), Z3, and Z4-series BMWs. The original BMW center cap, TPMS sensors, and original lug bolts are all carried over from your original wheels (wheel bolts may vary if spacers are used). They come in a wide variety of diameter, width, and offset combinations which gives you multiple fitment and application opportunities. For street use we generally recommend a staggered setup with a rear wheel slightly wider than the front. For track and racing applications a square setup is desired with the same width in the front and rear. Wheel offsets may also vary based on the clearances and stance you wish to achieve. Refer to our image gallery for inspiration. If you'd like more input give us a call or e-mail and we'd be happy to go over the many options with you.   Note: careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing larger wheels. Adding larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, inside fender modifications, or other adjustments may be required. For additional resources on wheel fitments, refer to our    (http://www.turnermotorsport.com/t-wheel_guide.aspx) or give us a call or e-mail.   Sold per wheel.",Show More,Show Less,Wheel Specs,Fitment:,Front* / Rear,Size:,"18x9.5""",Offset (mm):,35,Weight (lbs):,18.5,Profile:,Wheel Guide page
https://www.turnermotorsport.com/p-184578-d-force-ltw5-17x90-et41-silver-wheel-17lbs/,,"D-Force LTW5 17x9.0"" ET41 Silver Wheel 17lbs",https://c1521972.ssl.cf0.rackcdn.com/img/brands/D-Force%20Wheels.gif,184578,LTW517X9-S-ET41,"Direct Ship, Expected Ship Date:  Sep 28, 2021",$259.95,Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"LTW5 wheels are some of the strongest and lightest wheels you can find for your BMW. It's no wonder that you'll find so many cars at track events with LTW5 wheels. Through advanced engineering and manufacturing methods D Force has created a lightweight wheel that can also withstand the stresses and rigors of a racetrack. D-Force were pioneers in the flow-forming casting technology that results in wheel stronger and lighter than other cast wheels. LTW5 wheels are typically over 10lbs lighter than a factory BMW wheel! With less weight the car is able to accelerate faster, the brakes are more responsive, and the suspension can react quicker which is especially helpful in transitions and autocross. The LTW5 style uses a classic 5-spoke design with clean simple good looks and generous sizing for big brakes. They're also easy to clean! Multiple color and profile options allow you to set just the right look and stance for your car. As well as being pleasing to the eye these are very strong and functional wheels that are at home on the street as well as the racetrack.   These D-Force wheels use the BMW standard 5/120 bolt pattern and with a 72.6mm center bore. They are a direct fit to most any 3-series (E36, E46, E90, E92, F30), Z3, and Z4-series BMWs. This is an excellent wheel for SpecE46 (SE46). The original BMW center cap, TPMS sensors, and original lug bolts are all carried over from your original wheels (wheel bolts may vary if spacers are used). They come in a wide variety of diameter, width, and offset combinations which gives you multiple fitment and application opportunities. For street use we generally recommend a staggered setup with a rear wheel slightly wider than the front. For track and racing applications a square setup is desired with the same width in the front and rear. Wheel offsets may also vary based on the clearances and stance you wish to achieve. Refer to our image gallery for inspiration. If you'd like more input give us a call or e-mail and we'd be happy to go over the many options with you.   Note: careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing larger wheels. Adding larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, inside fender modifications, or other adjustments may be required. For additional resources on wheel fitments, refer to our    (http://www.turnermotorsport.com/t-wheel_guide.aspx) or give us a call or e-mail.   Sold per wheel.",Show More,Show Less,Wheel Specs,Fitment:,Front / Rear,Size:,"17x9.0""",Offset (mm):,41,Weight (lbs):,17,Profile:,Flat
https://www.turnermotorsport.com/p-403173-19-style-lm-wheels-staggered-set-of-four/,,"19"" Style LM Wheels - Staggered Set Of Four",https://c1521972.ssl.cf0.rackcdn.com/img/brands/BBS.gif,403173,LMDSPK19SKT,"Direct Ship, Expected Ship Date:  Oct 12, 2021","$4,630.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"Please Note: Aggressive fitment, may require fender rolling/pulling.",Show More,Show Less,BBS Wheels combine decades of race proven quality and German engineering with stunning good looks. Utilizing the most cutting-edge manufacturing technologies based on a foundation of constant innovation continues to propel BBS into the future.LM wheels consist of a pressure cast wheel surface and a flow formed rim structure.  Combining these two fabrication techniques yields a wheel that is extremely strong while remaining lightweight.,"Using FEM analysis the engineers at BBS are able to precisely measure and optimize wheel properties before this process even begins. Once the forging process is complete, the meticulous finish work begins.Back-milling is a process used to optimize the ratio between weight and stability. Using advanced computer analysis and a special CNC milling process the lateral parts that hold the wheel spokes, and are not relevant for stability, are removed. Extensive real-world simulation is used at this point to further ensure that no strength or stability has been lost.Finally, BBS pays special attention in machining the undercut or back side of the wheel. To machine the undercut, all areas on the inner side of the wheel and the star hub that correspond to weight optimization are processed with special turning or milling tools and excess material is removed to reduce the rotating wheel mass. Special attention is hereby given to the optimization of the inner sides of the spokes and the bolt circle. With the application of these methods, BBS is able to produce more complex forms with increased stability and less material input.These wheels come in Diamond Silver with a diamond cut lip and BBS ensures that their paint quality exceeds OE manufacturer specifications for durability and longevity. A final protective clear coat layer ensures that these wheels will be easy to clean and look amazing for years to come.",Specs:,,19x8.5 ET32 - qty 2,19x9.5 ET32 - qty 2,Diamond Silver with a diamond cut lip,Center Bore: PFS,Bolt Pattern: 5x120,,
https://www.turnermotorsport.com/p-338854-f34-328335-gt-hre-ff15-19-wheel-set/,,"F34 328/335 GT HRE FF15 19"" Wheel Set",https://c1521972.ssl.cf0.rackcdn.com/img/brands/HRE.gif,338854,TMS338854,"Direct Ship, Expected Ship Date:  Nov 5, 2021","$3,000.00",View More Info,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"F34 328i/335xi GT HRE FlowForm 19"" WheelsFr: 19x8.5"" ET30Rr: 19x10.0"" ET40HRE Wheels has emerged as the styling leader and trend starter in the European car wheel market. HRE designs are cutting edge and exciting and are featured on the hottest street machines from SoCal to South Beach. The HRE FlowForm wheel line offers forged wheel strength and HRE's stimulating designs at a more attractive price.The FF15 is a multispoke wheel (15 spokes) very similar to HRE's C109 forged 3-piece wheel. The FF15 comes in 18""-20"" sizes but appear larger thanks to the long straight spokes that run right to the edge of the rim. The correct offsets locate the wheel in just the right position without the need for spacers and maintaining the proper clearances to the body, brakes, and suspension. Two standard and eleven optional finishes trigger the visual impact.The FlowForm process is new technology with the attributes of a fully forged wheel but at a lower cost. FlowForm starts as a cast face and the barrel is then spin formed over a mold at intense pressure. This gives the wheel greater strength but lighter in weight and with more precise tolerances than a traditional cast wheel. HRE FF wheels are TUV, VIA, and JWL approved and come with a lifetime structural warranty and two-year finish warranty.HRE FlowForm Wheel Features -+ state-of-the-art technology+ lighter and stronger than a cast wheel+ stimulating looks+ multiple color and finish options encourage personalization+ lifetime structural warranty+ TUV, VIA, and JWL approvedColors and Finishes -",Show More,Show Less,Standard Colors,Optional Colors (+$500),2014+  328i 328iX 335iX - Gran Turismo,Call us at  if you are interested in custom color options!,1.800.280.6966,This item fits the following BMWs:,F34 BMW,,,,
https://www.turnermotorsport.com/p-394134-race-silver-18x85-et3595-et35/,,"APEX SM-10 18"" Staggered Wheel Set - Race Silver",https://c1521972.ssl.cf0.rackcdn.com/img/brands/APEX%20Wheels.gif,394134,SM101885ET35RSKT,"Direct Ship, Expected Ship Date:  Oct 6, 2021","$1,726.00",Add to Cart,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,"Wheel Specifications Style: SM-10 Size (Front): 18x8.5"" ET35 Size (Rear): 18x9.5"" ET35 Color: Race Silver APEX light alloy wheels are the next evolution in flow-forged wheel technology for BMWs. Flow-forming is a semi-forging process that produces a wheel typically stronger than a traditional cast wheel yet is still light weight. The wheels are around 10lbs lighter per wheel than a comparable factory wheel! That's reduced unsprung weight that improves all aspects of performance. The spokes and barrel have been designed to allow generous clearance for big brakes. In other words, these wheels are very impressively engineered and look great too! The design is based on classic motorsport themes that blend with BMW styling and appearance. These wheels look right at home on many BMW models. Multiple color and profile options allow you to set just the right look and stance for your car. As well as being pleasing to the eye these are very strong and functional wheels that are at home on the street as well as the racetrack. Don't let the price fool you - these wheels are high quality, high strength, and in high demand. All APEX wheels are the BMW standard 5/120 bolt pattern and with a 72.6mm center bore. They are a direct fit to most any 3-series (E36, E46, E90, E92, F30), Z3, and Z4-series BMWs. The original BMW center cap, TPMS sensors, and original lug bolts are all carried over from your original wheels (wheel bolts may vary if spacers are used). They come in a wide variety of diameter, width, and offset combinations which gives you multiple fitment and application opportunities. For street use we generally recommend a staggered setup with a rear wheel slightly wider than the front. For track and racing applications a square setup is desired with the same width in the front and rear. Wheel offsets may also vary based on the clearances and stance you wish to achieve. Refer to our image gallery for inspiration. If you'd like more input give us a call or e-mail and we'd be happy to go over the many options with you. Note: careful consideration of wheel width, offset and tire sizing must be observed when choosing and installing larger wheels. Adding larger wheels may lead to rubbing on suspension components or bodywork. Wheel spacers, new alignment settings, inside fender modifications, or other adjustments may be required. For more information on APEX BMW wheels and BMW wheel fitments in general, check out our APEX Wheels page! Price is per wheel.",Show More,Show Less,,,,,,,,,,,
https://www.turnermotorsport.com/p-338862-f3x-335i435i-hre-ff01-19-wheel-set/,,"F3X 335i/435i HRE FF01 19"" Wheel Set",https://c1521972.ssl.cf0.rackcdn.com/img/brands/HRE.gif,338862,TMS338862,"Direct Ship, Expected Ship Date:  Nov 5, 2021","$3,000.00",View More Info,https://www.turnermotorsport.com/c-330-bmw-aftermarket-alloy-wheels?No=100&Nrpp=50#,Standard Colors,Show More,Show Less,"F30 335i / F32 435i HRE FlowForm 19"" WheelsFr: 19x8.5"" ET25 24.8lbsRr: 19x10.0"" ET40 24.4lbsHRE Wheels has emerged as the styling leader and trend starter in the European car wheel market. HRE designs are cutting edge and exciting and are featured on the hottest street machines from SoCal to South Beach. The HRE FlowForm wheel line offers forged wheel strength and HRE's stimulating designs at a more attractive price.HRE FF01 FlowForm wheels are a Y-spoke design instantly familiar and at-home on BMWs. The FF01 closely resembles the famous CSL or ZCP factory designs but with distinct details and more desirable sizes and offsets. FF01 wheels are available in 19"" and 20"" sizes that fit with the proper offset (no spacers required). Concave centers emphasize the muscular and athletic stance while two standard and eleven optional finishes trigger the visual impact.The FlowForm process is new technology with the attributes of a fully forged wheel but at a lower cost. FlowForm starts as a cast face and the barrel is then spin formed over a mold at intense pressure. This gives the wheel greater strength but lighter in weight and with more precise tolerances than a traditional cast wheel. HRE FF wheels are TUV, VIA, and JWL approved and come with a lifetime structural warranty and two-year finish warranty.HRE FlowForm Wheel Features -+ state-of-the-art technology+ lighter and stronger than a cast wheel+ stimulating looks+ multiple color and finish options encourage personalization+ lifetime structural warranty+ TUV, VIA, and JWL approvedColors and Finishes -",2012+  320i 320iX 328i 328iX 335i 335iX - Sedan2012+  328i 328iX - Wagon2014+  428i 428iX 435i 435iX - Coupe2014+  428i 428iX 435i 435iX - Convertible2014+  428i 428iX 435i 435iX - Gran Coupe,F30 BMW,F31 BMW,F32 BMW,F33 BMW,1.800.280.6966,F36 BMW,This item fits the following BMWs:,Optional Colors (+$500),
