normal_image src,hover_image src,heart src,productGalleryOverride src,productGalleryOverride src 2,productGalleryOverride src 3,lazy_href,lazy_href href,part_number 2,key_details,key_details 2,key_details href,key_details 3,price,save,percent-box,final-price,text 3,key_details 7,ellip,morelink,morelink href
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTk5MTh8aW1hZ2UvcG5nfGgyZC9oYjYvMTE0NTA3OTA1MTA2MjIucG5nfDgxZjdjZDQyNDc4MzUxZDg5MzE0MTZmNDQwNzllODIxZTJiNDcxZDVjZDEyY2VhNGMyMjIwYmMxOTQ4ZjI3NDA/thinksystem-3-5-1tb-7-2k-sata-6gb-hot-swap-512n-hdd.png,,,,,,"ThinkSystem 3.5"" 1TB 7.2K SATA 6Gb Hot Swap 512n HDD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/hdd/7XB7A00049,7XB7A00049,Excellent reliability and performance in 24x7 operational environments,Outstanding performance for all mission critical applications,https://lenovopress.com/lp1059-lenovo-thinksystem-hdd-summary,View specifications on Lenovo Press,$269.00,save $80.70,30% off,$188.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTU0Njd8aW1hZ2UvcG5nfGg3Yi9oOTUvMTE4Mjc3NjU1NDI5NDIucG5nfDFlMDE5OGI5YTJjOTYyZGZmMGQzYmQxYjMxYmE0NWFkMThlOTIzMmQ4ZDJkN2Q1ODFhYTZiZTA2MTRiNWVhMzI/thinksystem-2-5-multi-vendor-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTU0Njd8aW1hZ2UvcG5nfGg3Yi9oOTUvMTE4Mjc3NjU1NDI5NDIucG5nfDFlMDE5OGI5YTJjOTYyZGZmMGQzYmQxYjMxYmE0NWFkMThlOTIzMmQ4ZDJkN2Q1ODFhYTZiZTA2MTRiNWVhMzI/thinksystem-2-5-multi-vendor-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 2.5"" Multi Vendor 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A38272,4XB7A38272,Entry-level SSDs with 6 Gbps SATA,2.5-inch (SFF) HS,https://lenovopress.com/lp1261,View specifications on Lenovo Press,$269.00,save $80.70,30% off,$188.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjQyNTN8aW1hZ2UvcG5nfGgxNy9oZjMvMTE3MzQ2MjY4MjgzMTgucG5nfDUxYjVlZWFlYjUwZDgyNjcyYmE3ZDI5N2RiMzJjODlhZTE3YjhmZDFhNTBjNGZlZmU1ZjQ0ZGQ4OGVjMjQxODI/thinksystem-3-5-intel-s4510-480-gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjQyNTN8aW1hZ2UvcG5nfGgxNy9oZjMvMTE3MzQ2MjY4MjgzMTgucG5nfDUxYjVlZWFlYjUwZDgyNjcyYmE3ZDI5N2RiMzJjODlhZTE3YjhmZDFhNTBjNGZlZmU1ZjQ0ZGQ4OGVjMjQxODI/thinksystem-3-5-intel-s4510-480-gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 3.5"" Intel S4510 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A13626,4XB7A13626,Entry SATA solid-state drives (SSDs),Use Intel 64-layer 3D NAND TLC Flash Memory technology with a 6Gbps SATA interface,https://lenovopress.com/lp0924,View specifications on Lenovo Press,,,,$209.00,$6,Provides an affordable solution with industry leading performance,...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A13626
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjIyODd8aW1hZ2UvcG5nfGhhNy9oZWEvMTE0NTA3ODk5ODYzMzQucG5nfDFmYTE3ZTIzYWI4NGZkMzI1YTU2NTEwOWM1NDUxMWE3YmJkOGQ4OTQyZGFjNjgyM2I1ODQyMDRlMDY5MmZjODA/thinksystem-2-5-intel-s4510-480gb-entry-sata-6gb-hot-swap-ssd.png,,,,,,"ThinkSystem 2.5"" Intel S4510 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A10248,4XB7A10248,64-layer Intel 3D NAND TLC Flash Memory technology with a 6Gbps SATA interface provides an affordable solution with industry leading performance,"Endurance of up to 2 drive writes per day (DWPD) for 5 years, using Intel Standard Endurance Technology (SET)",https://lenovopress.com/lp0924-intel-s4510-entry-sata-6gb-ssd,View specifications on Lenovo Press,,,,$209.00,$0,"Energy savings, with typical write power consumption as low as 2.4 W per drive",...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A10248
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzEzMzh8aW1hZ2UvcG5nfGgwNi9oZjYvMTE3MzQ2MjcwOTA0NjIucG5nfGNiNWJhYWQwNTllYmE3NmRkMmQ2OWU4ZjJmYmNjZjcxODE2MzUxZmVjZWE0ZDgxZjkyYWUxYWE1N2Q2YWYxMDM/thinksystem-3-5-intel-s4610-480gb-mainstream-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NzEzMzh8aW1hZ2UvcG5nfGgwNi9oZjYvMTE3MzQ2MjcwOTA0NjIucG5nfGNiNWJhYWQwNTllYmE3NmRkMmQ2OWU4ZjJmYmNjZjcxODE2MzUxZmVjZWE0ZDgxZjkyYWUxYWE1N2Q2YWYxMDM/thinksystem-3-5-intel-s4610-480gb-mainstream-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 3.5"" Intel S4610 480GB Mainstream SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A13640,4XB7A13640,Mainstream SATA solid-state drives (SSDs) for Lenovo servers,"Advanced data center SSDs optimized for mixed read-write performance, endurance and strong data protection",https://lenovopress.com/lp0925,View specifications on Lenovo Press,$309.00,save $92.70,30% off,$216.30,$0,Offers improved performance and lower latency,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NjIyODd8aW1hZ2UvcG5nfGhkMC9oYzMvMTE0NTA3OTIyMTQ1NTgucG5nfGI2MjA4MzI4MmY5YzlkMzhjZTQyYzczZDQyNDRmZjJkODMxMTAwN2M3NjRlYTVlNGYyOTU4M2RmZDRmNGQwYTU/thinksystem-st50-3-5-intel-s4510-480gb-entry-sata-6gb-non-hot-swap-ssd.png,,,,,,"ThinkSystem ST50 3.5"" Intel S4510 480GB Entry SATA 6Gb Non Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A14915,4XB7A14915,64-layer Intel 3D NAND TLC Flash Memory technology with a 6Gbps SATA interface provides an affordable solution with industry leading performance,"Endurance of up to 2 drive writes per day (DWPD) for 5 years, using Intel Standard Endurance Technology (SET)",https://lenovopress.com/lp0924-intel-s4510-entry-sata-6gb-ssd,View specification on Lenovo Press,,,,$219.00,$0,,...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A14915
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTk5MTh8aW1hZ2UvcG5nfGg4MS9oZWEvMTE0NTA3OTA1NzYxNTgucG5nfGJmM2IxMTg4NzVjNDQ3MjVmOTNlOTE0YmVmZWZmN2ZjYzQ4YWFlZjFhNmMxZjdkMTFjZGIzODA0NjFmM2FiMTc/thinksystem-3-5-2tb-7-2k-sata-6gb-hot-swap-512n-hdd.png,,,,,,"ThinkSystem 3.5"" 2TB 7.2K SATA 6Gb Hot Swap 512n HDD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/hdd/7XB7A00050,7XB7A00050,Excellent reliability and performance in 24x7 operational environments,Outstanding performance for all mission critical applications,https://lenovopress%20com/lp1059-lenovo-thinksystem-hdd-summary,View specifications on Lenovo Press,$319.00,save $95.70,30% off,$223.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTg1MDl8aW1hZ2UvcG5nfGg5ZC9oZmMvMTE3MzQ2MjYxMDc0MjIucG5nfGJlNTA2MmQ5YmIzYzJlYmJiNzhmN2RmZGMyMGNhZGQ5OTJmNzZiNTUwNzIwZGE3YjI2ZTc0NjAwZDc1ODliMjk/thinksystem-2-5-pm883-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTg1MDl8aW1hZ2UvcG5nfGg5ZC9oZmMvMTE3MzQ2MjYxMDc0MjIucG5nfGJlNTA2MmQ5YmIzYzJlYmJiNzhmN2RmZGMyMGNhZGQ5OTJmNzZiNTUwNzIwZGE3YjI2ZTc0NjAwZDc1ODliMjk/thinksystem-2-5-pm883-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 2.5"" PM883 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A10196,4XB7A10196,Entry SATA 6Gb solid-state drives (SSDs) are general-purpose SSDs based on the Samsung PM883 platform,"Engineered for greater performance and endurance in a cost-effective design, and to support a broader set of workloads",https://lenovopress.com/lp0878,View specifications on Lenovo Press,$339.00,save $101.70,30% off,$237.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTAzOTB8aW1hZ2UvcG5nfGg1OS9oMTkvMTE4MjE2NTEyMzA3NTAucG5nfDgyMTM4NTNiYTEzYTY4NjgyYjI2ODhiZGI3MTdhMDhlOGU0NmQzODQwMmZjYmU2YjQ0MGQ5YzI2NTcwOWM2OTY/thinksystem-2-5-300gb-15k-sas-12gb-hot-swap-512n-hdd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTAzOTB8aW1hZ2UvcG5nfGg1OS9oMTkvMTE4MjE2NTEyMzA3NTAucG5nfDgyMTM4NTNiYTEzYTY4NjgyYjI2ODhiZGI3MTdhMDhlOGU0NmQzODQwMmZjYmU2YjQ0MGQ5YzI2NTcwOWM2OTY/thinksystem-2-5-300gb-15k-sas-12gb-hot-swap-512n-hdd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 2.5"" 300GB 15K SAS 12Gb Hot Swap 512n HDD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/hdd/7XB7A00021,7XB7A00021,Outstanding performance for all mission critical applications,Offering highest capacity HDDs from industry leaders,https://lenovopress.com/lp1059,View specifications on Lenovo Press,$339.00,save $101.70,30% off,$237.30,$0,Excellent reliability and performance in 24x7 operational environments,...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/hdd/7XB7A00021
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGhmNi9oYzkvMTE4MjE2NTE0MjczNTgucG5nfGEyMzAyYjVkNDdkN2MyNTI4ODFkYTZiNDQ4OGQ2MzhiZTAwNjc0ZmFjOWFjZTc3YmZlNDBhYjM3N2E2ZWI3NjE/thinksystem-2-5-5300-240gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGhmNi9oYzkvMTE4MjE2NTE0MjczNTgucG5nfGEyMzAyYjVkNDdkN2MyNTI4ODFkYTZiNDQ4OGQ2MzhiZTAwNjc0ZmFjOWFjZTc3YmZlNDBhYjM3N2E2ZWI3NjE/thinksystem-2-5-5300-240gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 2.5"" 5300 240GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17075,4XB7A17075,New SSDs for ThinkSystem servers,Drives use Micron 96-layer 3D NAND flash memory technology with a SATA 6Gbps interface,https://lenovopress.com/lp1253,View specifications on Lenovo Press,$359.00,save $107.70,30% off,$251.30,$0,"Provides an affordable solution for read-intensive applications such as boot, web servers, lower data rate operational databases and analytics",...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17075
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGhhNC9oNzQvMTE4MjE2NTMzOTM0MzgucG5nfDE5NmMyODhmNGRiMjA4MWI1OGY2YTk1NTgxYzZhNjU3MThmNjJiZmY0YzRlMDM5NWRjMDBkYzk5YTcyMmVmYjE/thinksystem-st50-3-5-5300-480gb-entry-sata-6gb-non-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGhhNC9oNzQvMTE4MjE2NTMzOTM0MzgucG5nfDE5NmMyODhmNGRiMjA4MWI1OGY2YTk1NTgxYzZhNjU3MThmNjJiZmY0YzRlMDM5NWRjMDBkYzk5YTcyMmVmYjE/thinksystem-st50-3-5-5300-480gb-entry-sata-6gb-non-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem ST50 3.5"" 5300 480GB Entry SATA 6Gb Non Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17205,4XB7A17205,New SSDs for ThinkSystem servers,Drives use Micron 96-layer 3D NAND flash memory technology with a SATA 6Gbps interface,https://lenovopress.com/lp1253,View specifications on Lenovo Press,$359.00,save $107.70,30% off,$251.30,$0,"Provides an affordable solution for read-intensive applications such as boot, web servers, lower data rate operational databases and analytics",...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17205
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzY0MTN8aW1hZ2UvcG5nfGhkOS9oYmIvMTE0OTYyMzQ0ODM3NDIucG5nfDM0N2JlYWE2YWI1NjhkN2U5MTM4MmVhYjUyNTg3ZTU1ODYwZmZlNTdkMTY0MmU3M2M0MmZkNzI2YzIyMmI3NGI/thinksystem-m-2-5300-240gb-sata-6gbps-non-hot-swap-ssd.png,,,,,,ThinkSystem M.2 5300 240GB SATA 6Gbps Non-Hot Swap SSD,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17071,4XB7A17071,M.2 solutions are mechanically & electronically designed to be more robust than any prior implementation,"Tool-less clip design that supports back to back connector layout, providing simple install in limited space",https://lenovopress.com/lp0769,View specifications on Lenovo Press,$359.00,save $107.70,30% off,$251.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTc2OTl8aW1hZ2UvcG5nfGhjYi9oYWUvMTE4MjE2NTMxMzEyOTQucG5nfDdiM2I5NWMzMjRmNTFiNDk0ZGQ0OTAzY2I2Mjk3NTdhYTNjZjJmMDAxZmU4YjdmYmEzNDk5MTE3MzU4ZTQ4MDk/thinksystem-3-5-pm883-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTc2OTl8aW1hZ2UvcG5nfGhjYi9oYWUvMTE4MjE2NTMxMzEyOTQucG5nfDdiM2I5NWMzMjRmNTFiNDk0ZGQ0OTAzY2I2Mjk3NTdhYTNjZjJmMDAxZmU4YjdmYmEzNDk5MTE3MzU4ZTQ4MDk/thinksystem-3-5-pm883-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 3.5"" PM883 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17177,4XB7A17177,General-purpose SSDs based on the Samsung PM883 platform,"Engineered for greater performance and endurance in a cost-effective design, and to support a broader set of workloads",https://lenovopress.com/lp0878,View specifications on Lenovo Press,$359.00,save $107.70,30% off,$251.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGg2ZS9oOTIvMTE4MjE2NTI0NzU5MzQucG5nfDkzNTc0ZTA3NWRlOTIwMzBhMWZlMTMxZDk2NTAwZDdhMGI5MDkzYjMwNDU5MjJlYTgwZDBhY2Y1MWYwYjA3MTU/thinksystem-3-5-5300-240gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGg2ZS9oOTIvMTE4MjE2NTI0NzU5MzQucG5nfDkzNTc0ZTA3NWRlOTIwMzBhMWZlMTMxZDk2NTAwZDdhMGI5MDkzYjMwNDU5MjJlYTgwZDBhY2Y1MWYwYjA3MTU/thinksystem-3-5-5300-240gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 3.5"" 5300 240GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17081,4XB7A17081,New SSDs for ThinkSystem servers,Drives use Micron 96-layer 3D NAND flash memory technology with a SATA 6Gbps interface,https://lenovopress.com/lp1253,View specifications on Lenovo Press,$369.00,save $110.70,30% off,$258.30,$0,"Provides an affordable solution for read-intensive applications such as boot, web servers, lower data rate operational databases and analytics",...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17081
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjY5Mjh8aW1hZ2UvcG5nfGhjMi9oYzUvMTE0NTA3ODk2NTg2NTQucG5nfGYwYmY3YmQzOTc1MGNkMDJlNzIyMDcwZmM1Zjc2N2Q5OGEyNmNjZGJjMGZkNWQwNjI5MDZmMmU0ZDFlZTU2YzU/thinksystem-2-5-5300-480gb-entry-sata-6gb-hot-swap-ssd.png,,,,,,"ThinkSystem 2.5"" 5300 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17076,4XB7A17076,New generation 96-layer 3D TLC NAND flash memory,Suitable for read-intensive workloads,https://lenovopress.com/lp1253,View specifications on Lenovo Press,$369.00,save $110.70,30% off,$258.30,$0,MTTF of 3 million device hours - 50% more than most drives,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzY0MTN8aW1hZ2UvcG5nfGhlMy9oOWMvMTE5MDA5OTc5MjY5NDIucG5nfDQ1YWVlZGQ2YzZlYTg2Y2UxYTZhNGFjYTM3YzVmNDM0NjkxN2MxODVjOGFiMDc2NTU5ZGZjOTUzMzg4MGFlZjI/thinksystem-m-2-5300-480gb-sata-6gbps-non-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MzY0MTN8aW1hZ2UvcG5nfGhlMy9oOWMvMTE5MDA5OTc5MjY5NDIucG5nfDQ1YWVlZGQ2YzZlYTg2Y2UxYTZhNGFjYTM3YzVmNDM0NjkxN2MxODVjOGFiMDc2NTU5ZGZjOTUzMzg4MGFlZjI/thinksystem-m-2-5300-480gb-sata-6gbps-non-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,ThinkSystem M.2 5300 480GB SATA 6Gbps Non-Hot Swap SSD,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17073,4XB7A17073,Solid-state drive (SSD) form factor primarily used as an operating system boot solution,"Built-in RAID controller and allows two installed M.2 drives to be configured either as RAID-1, RAID-0, or two independent drives (JBOD mode)",https://lenovopress.com/lp0769,View specifications on Lenovo Press,$369.00,save $110.70,30% off,$258.30,$0,,,,
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGgyNS9oMjUvMTE4MjE2NTI2MDcwMDYucG5nfDY1NjM0MWU1NzdiZjc1MjUzODlmNThmNjRjMWFkNWI3NjUzZTFjNDA5ODM3MzBkNDE4Y2MwOWVkNWQ3MGIzZDk/thinksystem-3-5-5300-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8MjU2MTJ8aW1hZ2UvcG5nfGgyNS9oMjUvMTE4MjE2NTI2MDcwMDYucG5nfDY1NjM0MWU1NzdiZjc1MjUzODlmNThmNjRjMWFkNWI3NjUzZTFjNDA5ODM3MzBkNDE4Y2MwOWVkNWQ3MGIzZDk/thinksystem-3-5-5300-480gb-entry-sata-6gb-hot-swap-ssd.png,https://p1-ofp.static.pub/fes/cms/2020/12/25/76apjfkml79bg5qcf172tvt0bw0c8s348607.png,https://p2-ofp.static.pub/fes/cms/2021/07/06/2h8n4ofixc8g8i94vopfat048ld37m944694.svg,https://p3-ofp.static.pub/fes/cms/2021/07/06/efrjjv1rz2xiuvpm0emnwj6y2gmai3506628.svg,https://p2-ofp.static.pub/fes/cms/2021/07/06/wxdfgadg28utnas6ca5d28oot1lcxj806083.svg,"ThinkSystem 3.5"" 5300 480GB Entry SATA 6Gb Hot Swap SSD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17082,4XB7A17082,New SSDs for ThinkSystem servers,Drives use Micron 96-layer 3D NAND flash memory technology with a SATA 6Gbps interface,https://lenovopress.com/lp1253,View specifications on Lenovo Press,$379.00,save $113.70,30% off,$265.30,$0,"Provides an affordable solution for read-intensive applications such as boot, web servers, lower data rate operational databases and analytics",...,See More Details,https://www.lenovo.com/us/en/p/data-center-options/storage-servers/ssd/4XB7A17082
https://p1-ofp.static.pub/medias/bWFzdGVyfHJvb3R8NTk5MTh8aW1hZ2UvcG5nfGgxOS9oMjcvMTE0NTA3ODkxOTk5MDIucG5nfGY5ZWM0MDdjOTM1MTAwYTc1M2JjNzQ5ZGRiZDc1NDE4YWQ0ZDBkZTY0ZmFkNzczM2U3YjQ1MzA3ZmI3MTZmZGY/thinksystem-2-5-1-2tb-10k-sas-12gb-hot-swap-512n-hdd.png,,,,,,"ThinkSystem 2.5"" 1.2TB 10K SAS 12Gb Hot Swap 512n HDD",https://www.lenovo.com/us/en/p/data-center-options/storage-servers/hdd/7XB7A00027,7XB7A00027,Enterprise HDDs with enhanced sequential and random read/write performance,Self-encrypting and secure drive retirement available,https://lenovopress.com/lp1059,View specifications on Lenovo Press,$389.00,save $116.70,30% off,$272.30,$0,,,,
